ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
ORLC1,ORLEANS,4.18,7.21,15.58,2.17,1.03,3.12,2.52,1.90,0.66,0.00,0.28,4.99,43.64,83
STGC1,LAVA BEDS NM,2.29,4.03,3.68,0.78,0.41,0.27,1.41,1.11,0.21,0.00,0.17,1.21,15.57,103
TULC1,TULE LAKE,0.52,1.70,1.30,0.45,0.60,0.27,0.75,1.19,1.20,0.00,0.30,1.42,9.70,86
WEAC1,WEAVERVILLE,1.52,7.44,13.88,1.48,0.64,3.00,1.39,1.24,0.90,0.71,0.91,1.43,34.54,90
YKAC1,YREKA,0.45,3.57,5.61,1.54,0.41,0.71,0.91,1.43,0.12,0.00,0.90,1.16,16.81,85
NSHC1,NAPA STATE HOSPITAL,1.51,4.80,7.87,0.74,0.35,0.93,1.19,1.15,0.68,0.00,0.00,0.67,19.89,75
PORC1,POTTER VALLEY PH,1.98,10.81,13.95,2.25,1.13,3.32,2.05,0.74,2.12,0.06,0.01,2.62,41.04,91
SFO,SAN FRANCISCO AIRPORT,0.70,4.06,6.24,0.20,0.67,0.49,0.47,0.01,0.05,0.00,0.00,0.23,13.12,65
SFOC1,DOWNTOWN SAN FRANCISCO,1.47,4.50,7.11,0.49,0.85,0.97,1.01,0.04,0.15,0.00,0.04,0.39,17.02,76
UKI,UKIAH ASOS,2.08,7.84,12.78,1.25,0.59,2.21,1.08,0.14,0.31,0.03,0.00,0.55,28.86,NA
AUBC1,AUBURN,1.95,7.93,11.19,0.63,0.50,1.49,1.64,0.72,0.89,0.00,0.00,0.37,27.31,75
BNYC1,BURNEY,2.18,6.45,11.58,0.92,0.63,1.81,1.18,0.74,1.06,0.00,0.00,0.73,27.28,101
BUCC1,BUCKS CREEK,3.18,11.99,24.34,1.83,0.80,2.68,1.77,1.28,1.03,0.01,0.00,1.33,50.24,72
BUKC1,BUCKHORN,3.24,13.62,21.41,2.71,2.08,4.31,4.43,2.34,3.90,0.00,0.00,3.23,61.27,92
CHEC1,CHESTER,1.38,7.11,11.62,0.52,0.47,2.76,0.58,1.47,1.26,0.06,0.05,0.69,27.97,85
CLGC1,COLGATE PH,1.88,10.33,11.56,0.86,0.72,2.61,1.18,0.71,1.72,0.00,0.01,1.06,32.64,79
DAVC1,DAVIS EXPERIMENTAL FARM,0.66,3.55,7.33,0.85,0.18,0.90,0.79,0.62,0.14,0.00,0.00,0.67,15.69,82
DUNC1,DUNSMUIR,2.00,16.01,17.60,1.91,0.48,5.07,1.44,1.07,2.57,0.03,0.02,4.31,52.51,85
DWNC1,DOWNIEVILLE,3.72,17.70,17.93,1.93,1.47,4.44,1.54,1.48,1.72,0.00,0.03,3.72,55.68,89
FSTC1,FORESTHILL RS,2.83,12.13,17.15,1.74,1.06,3.06,2.06,1.53,1.40,0.00,0.00,1.66,44.62,86
GEOC1,GEORGETOWN RS,3.03,11.55,17.53,1.57,0.97,3.35,1.75,1.95,1.82,0.00,0.00,1.96,45.48,84
GLRC1,GOLD RUN 2SW,3.46,12.75,21.56,1.52,0.96,3.86,1.75,1.33,2.49,0.00,0.00,1.62,51.30,93
GRAC1,GRASS VALLEY NO. 2,2.97,12.52,18.05,1.45,1.01,3.15,2.37,1.10,1.95,0.00,0.01,2.61,47.19,89
HLEC1,HARRY L ENGLEBRIGHT DAM,2.55,10.23,13.54,0.56,0.77,2.98,1.19,0.42,1.11,0.00,0.01,0.79,34.15,98
LSPC1,LAKE SPAULDING,5.27,18.86,20.05,1.73,1.30,5.47,1.58,4.24,3.58,0.00,0.03,2.07,64.18,87
MCLC1,MCCLOUD,1.60,10.53,13.56,0.87,0.56,2.97,1.64,2.22,2.19,0.26,0.00,2.68,39.08,80
MHS,MT. SHASTA,1.18,10.71,10.82,0.98,1.55,3.46,0.94,1.06,0.81,0.11,0.02,1.80,33.44,84
MINC1,MINERAL,1.58,16.88,18.78,1.73,1.52,5.27,1.47,2.18,1.63,0.00,0.00,1.44,52.48,93
NVDC1,NEVADA CITY,3.67,15.35,22.55,1.76,0.89,3.82,1.80,1.25,2.12,0.00,0.22,3.32,56.75,96
ONDC1,ORLAND,0.37,4.11,6.90,1.27,0.31,1.06,0.70,0.13,0.13,0.00,0.00,1.60,16.58,76
PCHC1,PACIFIC HOUSE,3.27,8.73,16.56,1.55,1.11,4.07,2.63,2.04,1.92,0.03,0.02,2.58,44.51,86
PLUC1,PLUMAS EUREKA SP,4.44,15.88,12.88,1.66,0.88,4.47,1.40,1.50,1.76,0.00,0.40,4.79,50.06,77
PRAC1,PORTOLA,1.54,5.87,7.72,0.65,0.30,0.87,0.72,0.48,0.06,0.25,0.60,1.28,20.34,88
PRDC1,PARADISE,2.42,11.28,18.34,1.20,1.36,3.16,1.14,0.48,2.32,0.00,0.00,2.24,43.94,78
PTRC1,PIT RIVER PH1,1.78,2.22,6.65,0.61,0.26,1.02,0.75,0.74,0.50,0.00,0.12,3.09,17.74,94
QCYC1,QUINCY,2.43,11.79,14.31,1.73,0.63,3.27,1.17,1.02,0.49,0.00,0.03,1.99,38.86,102
RBL,RED BLUFF AP,0.59,4.58,7.03,0.89,0.23,0.93,0.70,0.20,0.49,0.00,0.02,0.52,16.18,67
SAC,SACRAMENTO AP,1.14,3.97,6.15,0.96,0.36,1.38,0.69,0.30,0.22,0.00,0.00,0.59,15.76,88
SHDC1,SHASTA DAM,1.59,15.62,19.66,0.88,0.63,4.47,1.84,0.54,3.58,0.00,0.00,2.12,50.93,80
SLPC1,SLY PARK,2.30,9.28,12.79,1.28,0.92,2.39,2.66,1.28,1.57,0.00,0.12,2.40,36.99,NA
SMTC1,SACRAMENTO 5 ESE,1.28,4.33,6.46,1.06,0.26,1.59,0.58,0.57,0.31,0.00,0.00,0.55,16.99,86
SODC1,SODA SPRINGS,3.74,11.93,13.91,1.33,1.14,4.65,1.38,2.56,1.89,0.00,0.75,2.48,45.76,NA
STOC1,STONY GORGE,0.41,5.19,6.56,1.51,0.04,0.66,1.92,0.23,0.19,0.00,0.00,0.07,16.78,79
STYC1,STRAWBERRY VALLEY,4.83,24.54,24.50,1.23,1.19,6.19,1.55,1.10,3.11,0.00,0.00,2.50,70.74,88
VTNC1,VINTON,0.52,2.57,3.90,0.46,0.01,0.42,0.45,0.61,0.16,0.52,0.29,1.12,11.03,78
WSKC1,WHISKEYTOWN RES,1.23,11.09,18.57,0.86,0.55,4.39,2.02,0.52,3.34,0.00,0.00,2.07,44.64,71
CHVC1,CHERRY VALLEY,1.47,4.74,19.06,1.03,0.61,3.38,1.32,0.65,0.89,0.00,0.00,0.48,33.63,70
CMPC1,CAMP PARDEE,0.62,3.98,5.76,1.03,0.38,2.04,0.81,0.59,0.16,0.00,0.00,0.82,16.19,71
EXQC1,EXCHEQUER DAM,0.23,1.57,6.13,0.94,0.65,1.55,0.61,0.63,0.09,0.00,0.00,0.00,12.40,62
FDDC1,FIDDLETOWN DEXTER RANCH,2.03,5.53,10.45,1.33,0.81,2.89,1.16,0.93,0.40,0.00,0.00,1.28,26.81,72
FRAC1,FRIANT GOVERNMENT CAMP,0.25,2.08,5.27,0.74,0.72,0.19,0.46,0.05,0.00,0.03,0.10,0.08,9.97,68
HETC1,HETCH HETCHY,0.82,7.76,12.20,1.04,0.60,3.91,1.59,0.92,0.39,0.00,0.00,0.77,30.00,82
LOSC1,LOS BANOS,0.04,0.69,2.71,0.93,0.16,0.32,0.53,0.00,0.00,0.00,0.00,0.00,5.38,54
MOD,MODESTO AP,0.12,1.73,4.03,1.27,0.32,1.07,0.34,0.14,0.07,0.00,0.00,0.13,9.22,71
NMDC1,NEW MELONES DAM HQ,0.53,3.88,8.33,1.31,0.77,0.74,1.35,0.37,0.21,0.00,0.00,0.00,17.49,NA
NOFC1,NORTH FORK RS,1.15,3.03,10.31,1.64,0.95,2.48,1.59,0.38,0.00,0.00,0.00,0.38,21.91,64
SONC1,SONORA,0.82,4.31,10.61,1.41,0.86,1.72,1.47,0.27,0.25,0.00,0.00,0.64,22.36,68
SPGC1,SALT SPRINGS PH,2.43,9.01,10.48,0.85,1.07,5.81,1.35,2.39,1.53,0.00,0.00,1.39,36.31,79
TIGC1,TIGER CREEK PH,1.87,9.87,11.37,1.03,0.79,3.14,1.45,0.92,1.17,0.00,0.00,1.14,32.75,71
WSTC1,WEST POINT,1.73,8.03,9.96,1.33,0.89,3.13,1.85,0.68,1.01,0.00,0.00,1.36,29.97,82
YPQC1,YOSEMITE PARK HEADQUARTER,1.47,5.06,18.50,0.91,0.50,2.99,1.64,2.53,0.16,0.02,0.00,0.92,34.70,92
ASHC1,ASH MOUNTAIN,1.94,1.46,6.92,1.81,1.37,0.88,0.53,0.37,0.00,0.24,0.00,0.00,15.52,58
ATWC1,ATWELL CAMP,0.98,3.70,10.11,3.03,1.21,0.98,1.58,1.74,0.74,0.52,0.44,0.51,25.54,NA
BFL,BAKERSFIELD,0.02,0.10,0.65,0.83,0.60,0.83,0.05,0.05,0.00,0.00,0.00,0.00,3.13,48
DNPC1,BALCH PH,0.74,3.86,7.51,1.67,1.07,0.85,0.67,0.45,0.00,0.00,0.00,0.20,17.02,55
EGCC1,EAGLE CREEK,1.60,2.09,9.81,3.39,2.55,1.08,1.52,1.25,0.42,0.82,0.66,0.07,25.26,NA
GNFC1,GIANT FOREST,1.16,4.38,10.49,3.69,1.02,1.67,1.54,1.23,0.13,0.15,0.10,0.07,25.63,NA
GNNC1,GLENNVILLE,0.86,1.17,5.00,1.76,1.53,0.39,0.60,0.22,0.00,0.01,0.71,0.15,12.40,62
GRGC1,GRANT GROVE,1.23,3.97,12.52,2.43,1.21,1.72,0.89,0.46,0.00,0.32,0.21,0.21,25.17,60
HCKC1,HOCKETT MEADOW,2.07,4.02,10.47,2.83,1.06,1.05,1.32,1.38,0.63,0.85,0.68,0.54,26.90,NA
HSSC1,HOSSACK,1.06,3.42,9.92,4.05,1.60,1.68,1.97,2.25,1.25,0.54,0.29,0.04,28.07,NA
ISAC1,LAKE ISABELLA DAM,0.11,0.21,1.85,0.59,3.04,0.55,0.42,0.25,0.00,0.12,0.57,0.00,7.71,NA
LDGC1,LODGEPOLE,11.43,3.97,12.21,2.30,1.10,1.10,1.13,1.88,0.00,0.33,0.15,0.41,36.01,81
PFTC1,PINE FLAT DAM,0.36,1.94,5.07,0.82,1.28,0.41,0.21,0.07,0.00,0.00,0.11,0.08,10.35,52
SCSC1,LAKE SUCCESS DAM,0.33,0.44,2.93,0.95,1.19,0.79,0.00,0.36,0.04,0.00,0.01,0.00,7.04,64
TMDC1,TERMINUS DAM,0.28,0.91,2.99,0.71,0.87,0.49,0.02,0.51,0.00,0.06,0.00,0.06,6.90,NA
TREC1,THREE RIVER EDISON PH #1,0.63,1.21,5.77,1.85,1.18,1.10,0.25,0.27,0.00,0.17,0.06,0.02,12.51,51
FAT,FRESNO AIR TERMINAL,0.25,1.11,2.03,0.58,0.89,0.65,0.09,0.07,0.00,0.00,0.00,0.01,5.68,51
HJO,HANFORD,0.14,0.34,1.52,0.25,0.42,0.67,0.08,0.18,0.00,0.00,0.00,0.01,3.61,42
LEMC1,LEMON COVE,0.12,0.95,3.13,0.85,0.89,0.54,0.18,0.49,0.00,0.05,0.10,0.00,7.30,50
LINC1,LINDSAY,0.06,0.94,2.24,0.46,1.01,1.01,0.01,0.21,0.00,0.00,0.02,0.00,5.96,47
VISC1,VISALIA,0.03,0.14,1.68,0.26,0.90,0.51,0.00,0.85,0.00,0.00,0.05,0.00,4.42,40
CCAC1,CACHUMA DAM,0.12,1.34,2.95,1.75,0.40,0.80,0.19,0.02,0.00,0.02,0.00,0.00,7.59,35
PRB,PASO ROBLES,0.13,0.59,2.48,0.69,0.27,0.44,0.01,0.05,0.00,0.00,0.00,0.00,4.66,36
SBA,SANTA BARBARA,0.04,1.93,4.00,2.04,0.18,1.06,0.03,0.01,0.03,0.07,0.00,0.00,9.39,51
SCRC1,SANTA CRUZ,0.53,5.56,7.95,0.90,0.31,1.45,0.93,0.02,0.16,0.03,0.00,0.19,18.03,59
SMX,SANTA MARIA,0.22,0.75,2.73,0.63,1.02,0.70,0.11,0.04,0.00,0.01,0.00,0.00,6.21,44
WVIC1,WATSONVILLE WATERWORKS,0.41,2.98,7.89,0.72,0.53,0.53,0.79,0.00,0.03,0.01,0.00,0.06,13.95,60
BBLC1,BIG BEAR LAKE F.S.,0.07,0.83,2.38,1.49,2.18,1.02,0.05,0.55,0.00,1.18,0.85,1.09,11.69,55
CQT,DOWNTOWN LA,0.02,1.03,2.16,1.18,0.20,0.54,0.00,0.71,0.00,0.09,0.00,0.00,5.93,39
EORC1,ELSINORE,0.36,0.14,1.73,0.91,0.46,0.46,0.00,0.14,0.00,0.00,0.00,0.00,4.20,35
HENC1,HENSHAW DAM,0.26,0.82,4.19,2.13,2.18,2.07,0.13,0.87,0.00,0.47,0.00,1.12,14.24,51
LAX,LA INT'L AIRPORT,0.15,1.31,2.82,1.30,0.20,0.66,0.06,0.39,0.00,0.03,0.00,0.00,6.92,52
LGB,LONG BEACH,0.32,1.04,2.40,1.04,0.30,0.85,0.02,0.66,0.00,0.07,0.00,0.00,6.70,52
LOX,OXNARD,0.00,1.25,1.73,1.03,0.10,0.96,0.01,0.07,0.02,0.01,0.00,0.00,5.18,NA
OJAC1,OJAI,0.87,3.20,2.14,1.40,0.19,1.33,0.06,0.23,0.00,0.01,0.00,0.00,9.43,43
MWS,MOUNT WILSON,0.54,3.50,8.03,5.23,1.59,1.69,0.06,2.55,0.00,0.02,0.00,0.00,23.21,57
SAN,LINDBERGH FIELD,0.70,0.28,2.19,1.21,0.63,1.22,0.01,0.26,0.00,0.05,0.00,0.00,6.55,61
STAC1,SANTA ANA FS,0.32,0.54,1.62,0.84,0.32,0.37,0.03,0.54,0.00,0.06,0.00,0.00,4.64,34
CEDC1,CEDARVILLE,0.99,1.34,3.64,0.96,0.54,0.29,1.39,1.72,0.52,0.30,0.52,0.78,12.99,99
DOLC1,DOYLE 4SSE,0.39,6.25,4.04,0.27,0.00,0.38,0.71,0.95,0.33,0.13,0.00,0.39,13.84,80
FOBC1,FORT BIDWELL,0.80,2.27,4.16,0.60,0.73,0.47,0.78,1.29,0.91,0.17,0.54,1.06,13.78,75
JESC1,JESS VALLEY,0.78,1.33,4.20,2.07,0.53,0.42,2.43,3.24,1.96,0.16,1.23,1.30,19.65,103
Q63,SUTCLIFFE-PYRAMID LK,0.22,0.55,2.12,0.18,0.04,0.09,0.58,0.49,0.46,0.06,0.00,0.06,4.85,63
SNVC1,SUSANVILLE,0.53,3.69,5.84,0.59,0.11,0.26,0.10,0.15,0.53,0.80,0.80,1.09,14.49,108
STDN2,STEAD,0.20,2.47,3.02,0.12,0.00,0.46,0.25,0.28,0.92,0.45,0.16,0.19,8.52,82
SVEC1,SUSANVILLE 1 WNW,0.53,3.69,5.84,0.59,0.04,0.26,0.10,0.68,0.46,0.80,0.80,0.08,13.87,NA
WAWN2,WADSWORTH 4N,0.20,0.25,1.03,0.24,0.04,0.14,0.57,0.27,0.03,0.28,0.13,0.25,3.43,57
BDEC1,BODIE,0.35,0.59,3.57,0.30,0.39,0.12,0.55,0.01,0.00,1.26,1.04,0.46,8.64,67
BOCC1,BOCA RESERVOIR,1.03,2.94,8.13,0.30,0.06,1.31,0.22,1.61,0.23,0.36,0.01,0.49,16.69,74
BPTC1,BRIDGEPORT,0.46,0.60,4.63,0.25,0.04,0.44,0.14,0.31,0.22,1.23,0.37,0.37,9.06,97
CRCN2,CARSON CITY,0.05,1.28,2.86,0.09,0.00,0.25,0.09,0.87,0.09,0.00,0.00,0.00,5.58,54
DAGN2,DAGGET PASS,1.21,2.06,4.72,0.36,0.10,0.79,0.48,1.43,0.08,0.00,0.27,0.18,11.68,107
GLBN2,GLENBROOK,0.80,3.47,6.55,0.46,0.00,0.83,0.22,1.83,0.29,0.00,0.10,0.20,14.75,85
HTHN2,HAWTHORNE,0.32,0.08,1.43,0.00,0.01,0.45,0.15,0.31,0.00,0.48,1.05,0.18,4.46,82
MINN2,MINDEN,0.21,1.05,3.65,0.35,0.00,0.29,0.09,0.72,0.03,0.10,0.60,0.05,7.14,85
RNO,RENO,0.08,0.85,2.11,0.12,0.00,0.29,0.23,0.67,0.16,0.49,1.08,0.02,6.10,82
SMIN2,SMITH 6N,0.03,0.46,1.74,0.14,0.00,0.41,0.24,0.22,0.07,0.26,0.29,0.08,3.94,62
SRKN2,SPARKS,0.10,0.97,2.07,0.03,0.01,0.27,0.23,0.80,0.22,0.28,0.29,0.09,5.36,72
TAHC1,TAHOE CITY,1.53,5.12,11.72,0.62,0.14,1.92,0.41,1.99,0.84,0.18,0.10,0.62,25.19,77
TKEC1,TRUCKEE RS,1.58,6.05,7.33,0.48,0.13,1.47,0.51,1.78,0.45,0.03,0.01,0.85,20.67,67
TPLN2,TOPAZ LAKE 4N,0.10,0.66,4.59,0.28,0.03,0.33,0.26,0.52,0.09,0.55,0.20,0.47,8.08,87
WABN2,WABUSKA 6SE,0.01,0.06,0.80,0.03,0.01,0.33,0.21,0.54,0.07,1.74,0.03,0.00,3.83,81
YRGN2,YERINGTON,0.09,0.34,0.87,0.13,0.00,0.23,0.25,0.60,0.00,0.71,0.34,0.00,3.56,66
BARC1,BARSTOW,0.31,0.00,0.74,0.43,0.23,0.41,0.00,0.00,0.00,0.33,0.57,0.14,3.16,73
BIH,BISHOP AP,0.42,0.04,0.77,0.00,0.00,0.00,0.00,0.47,0.00,0.48,0.16,0.00,2.34,47
DEVC1,DEATH VALLEY,0.59,0.00,0.02,0.17,0.00,0.57,0.00,0.00,0.00,0.75,0.07,0.23,2.40,103
FMTC1,FAIRMONT,0.01,0.78,0.81,1.00,0.52,0.39,0.05,0.28,0.00,0.15,0.05,0.00,4.04,25
HEEC1,HAIWEE,0.00,0.05,0.13,0.38,0.00,0.10,0.01,0.05,0.00,0.07,0.01,0.02,0.82,11
INDC1,INDEPENDENCE,0.47,0.00,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.02,1.67,0.13,2.85,54
LEVC1,LEE VINING,0.80,0.92,4.82,0.18,0.00,0.13,0.42,1.05,0.12,0.82,0.52,0.59,10.37,80
PMD,PALMDALE,0.00,0.11,0.18,0.36,0.10,0.25,0.00,0.15,0.00,0.09,0.04,0.00,1.28,17
PSP,PALM SPRINGS,0.00,0.00,0.19,0.61,0.33,0.04,0.00,0.00,0.00,0.94,0.11,0.03,2.25,43
B23,BATTLE MOUNTAIN,0.25,0.09,1.59,0.35,0.30,0.28,0.38,0.37,0.07,0.44,0.35,0.80,5.27,60
BOWN2,BEOWAWE,0.20,0.07,1.34,0.37,0.41,0.30,0.27,0.51,0.00,0.24,0.12,1.40,5.23,59
EKO,ELKO,0.25,0.40,2.18,0.69,0.56,0.47,0.48,0.47,0.19,0.45,0.35,1.19,7.68,81
GIBN2,GIBBS RANCH,0.43,0.12,1.35,0.51,0.05,0.45,0.34,1.12,0.26,0.57,0.36,0.78,6.34,59
IMLN2,IMLAY,0.59,0.49,1.20,0.25,0.03,0.34,0.71,1.15,0.00,0.04,0.10,0.01,4.91,59
LOVN2,LOVELOCK,0.44,0.27,0.80,0.07,0.03,0.10,0.24,0.53,0.06,0.09,0.02,0.38,3.03,51
RYPN2,RYE PATCH DAM,0.41,0.42,1.13,0.14,0.07,0.36,0.38,1.14,0.00,0.31,0.57,0.26,5.19,59
WMC,WINNEMUCCA,0.53,0.19,1.69,0.37,0.09,0.33,0.55,0.49,0.13,0.30,0.15,0.65,5.47,66
DUFN2,DUFURRENA (SHELDON),0.07,0.04,0.81,0.74,0.13,0.00,0.38,1.31,0.90,1.00,0.25,0.80,6.43,84
KRVN2,KINGS RIVER VALLEY,0.61,0.54,1.32,0.41,0.05,0.00,0.06,0.82,0.00,0.99,0.32,0.81,5.93,69
LCRN2,LEONARD CREEK RANCH,0.40,0.63,1.94,1.37,0.00,0.18,0.49,0.98,0.07,0.54,0.30,0.52,7.42,78
MCDN2,MCDERMITT,0.54,0.28,0.78,0.65,0.13,0.02,0.15,1.22,0.05,0.65,0.07,1.20,5.74,62
ORVN2,OROVADA 4WSW,0.60,0.43,1.99,0.71,0.33,0.38,0.26,1.13,0.10,0.07,0.18,1.09,7.27,69
ARTN2,ARTHUR 4NW,0.70,0.86,2.09,1.29,0.55,0.25,0.81,1.49,0.00,1.40,0.60,1.64,11.68,78
BLEN2,BLUE EAGLE RANCH,0.03,0.19,1.10,0.76,0.10,0.82,0.07,0.20,0.00,0.30,0.23,1.53,5.33,61
DYRN2,DYER,0.61,0.00,0.31,0.02,0.08,0.15,0.02,0.32,0.00,0.66,0.00,0.30,2.47,48
EKAN2,EUREKA,0.39,0.80,1.80,1.29,1.37,0.08,0.95,0.54,0.00,0.62,0.16,2.29,10.29,85
ELY,ELY,0.91,0.47,1.72,0.80,0.65,0.25,0.86,0.55,0.00,0.25,0.79,1.71,8.96,90
LAGN2,LAGES,1.47,0.29,0.89,1.39,0.39,0.20,1.53,0.83,0.04,0.42,0.56,1.11,9.12,115
MCGN2,MCGILL,0.62,0.18,1.53,0.59,1.05,0.10,0.71,0.35,0.00,0.12,0.75,2.03,8.03,92
MNAN2,MINA,0.27,0.00,1.36,0.00,0.00,0.66,0.09,0.16,0.00,0.81,0.00,0.45,3.80,63
PAHN2,PAHRUMP,1.15,0.00,0.68,0.55,0.08,0.33,0.05,0.12,0.00,0.65,0.25,0.20,4.06,78
RBLN2,RUBY LAKE,0.29,0.27,2.49,1.20,1.69,0.31,0.70,0.85,0.09,0.66,0.38,1.67,10.60,78
RTHN2,RUTH,0.94,0.18,1.43,0.83,0.21,0.43,0.34,0.53,0.00,1.99,0.29,3.00,10.17,82
SKVN2,SMOKEY VALLEY,0.32,0.41,0.85,0.29,0.30,0.04,0.00,0.10,0.00,1.45,1.26,0.97,5.99,83
SLVN2,SILVERPEAK,0.54,0.00,0.08,0.09,0.02,0.06,0.02,0.22,0.00,2.25,0.68,0.45,4.41,93
TPH,TONOPAH,0.94,0.18,0.10,0.30,0.19,0.12,0.15,0.19,0.00,0.91,0.79,1.38,5.25,90
AWH,WILDHORSE RESERVOIR,0.35,0.55,2.92,0.98,0.78,0.65,1.41,0.97,0.06,0.49,0.29,1.16,10.61,81
OLEO3,ODELL LAKE,2.26,6.89,12.28,2.65,1.60,1.70,2.68,1.31,0.68,0.01,0.20,5.42,37.68,115
TUSN2,TUSCARORA,0.45,0.46,2.63,0.65,0.43,0.39,1.01,1.19,0.24,0.40,0.19,1.43,9.47,79
BLH,BLYTHE,0.27,0.00,0.86,0.80,0.01,0.03,0.00,0.00,0.00,0.54,0.66,0.57,3.74,93
BULA3,BULLHEAD CITY,1.37,0.00,1.11,0.45,0.29,0.38,0.00,0.00,0.00,0.11,1.67,0.87,6.25,107
CALN2,CALIENTE,0.83,0.02,1.41,0.82,0.94,0.65,0.29,0.97,0.00,1.90,0.40,2.57,10.80,109
