ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
SAC,SACRAMENTO AP,0.00,0.88,0.38,0.15,4.14,1.77,1.83,0.00,0.00,0.01,0.00,0.46,9.62,52
SERC1,SIERRAVILLE,0.20,0.40,0.93,1.33,7.97,2.82,0.83,0.59,0.00,1.24,1.50,1.36,19.17,75
SHDC1,SHASTA DAM,0.03,2.52,0.20,0.46,13.18,12.78,2.18,0.20,0.00,0.02,0.45,2.54,34.56,53
SMTC1,SACRAMENTO 5 ESE,0.00,0.82,0.38,0.20,4.49,1.93,1.97,0.01,0.00,0.02,0.00,0.54,10.36,51
STOC1,STONY GORGE,0.00,0.57,0.10,0.03,4.46,3.60,1.37,0.78,0.00,0.00,0.21,0.45,11.57,52
STYC1,STRAWBERRY VALLEY,1.15,2.56,1.22,1.83,20.33,15.43,3.59,1.30,0.00,0.01,0.87,0.98,49.27,59
TWLC1,CAPLES LAKE,1.11,1.32,1.33,3.10,9.35,4.95,1.61,1.79,0.37,1.46,0.58,1.60,28.57,61
WSKC1,WHISKEYTOWN RES,0.06,1.60,0.45,0.34,14.51,13.41,2.43,0.08,0.00,0.15,0.28,2.58,35.89,55
ARNC1,CALAVERAS BIG TREES,0.53,1.43,1.51,1.98,13.22,5.76,3.37,1.07,0.00,0.22,0.03,1.90,31.02,54
CHVC1,CHERRY VALLEY,0.75,1.14,1.60,2.14,8.66,5.29,4.19,0.88,0.23,2.00,0.09,0.97,27.94,55
CMPC1,CAMP PARDEE,0.00,1.67,0.25,0.55,4.73,3.31,1.65,0.11,0.00,0.00,0.00,0.32,12.59,54
EXQC1,EXCHEQUER DAM,0.06,0.93,0.53,1.06,2.47,1.83,1.06,0.04,0.00,0.00,0.03,0.01,8.02,39
FDDC1,FIDDLETOWN DEXTER RANCH,0.00,1.47,0.51,1.15,9.75,5.46,2.98,0.30,0.00,0.00,0.00,0.93,22.55,60
FRAC1,FRIANT GOVERNMENT CAMP,0.25,0.45,0.43,0.75,2.21,0.75,1.35,0.03,0.00,0.00,0.00,0.14,6.36,43
HETC1,HETCH HETCHY,1.18,1.11,1.08,1.89,6.08,4.74,3.55,0.26,0.20,1.54,0.01,0.51,22.15,59
LOSC1,LOS BANOS,0.03,0.31,0.25,0.32,1.75,1.08,0.65,0.00,0.00,0.00,0.00,0.00,4.39,44
MOD,MODESTO AP,0.00,1.11,0.25,0.50,2.42,1.63,0.95,0.01,0.00,0.00,0.00,0.30,7.17,55
NMDC1,NEW MELONES DAM HQ,0.38,0.61,0.67,0.98,5.63,4.57,1.72,0.99,0.00,0.00,0.01,0.51,16.07,54
SONC1,SONORA,0.79,1.13,0.99,1.33,5.73,4.33,2.47,0.18,0.04,0.00,0.00,0.67,17.66,51
SPGC1,SALT SPRINGS PH,0.04,1.74,1.27,2.17,11.30,5.99,2.24,0.86,0.00,0.73,0.15,0.85,27.34,56
TIGC1,TIGER CREEK PH,0.40,1.36,1.18,1.53,12.98,5.48,2.54,0.22,0.00,0.01,0.03,1.34,27.07,54
WSTC1,WEST POINT,0.15,1.85,1.01,1.12,10.49,4.31,3.54,0.12,0.00,0.00,0.01,1.08,23.68,59
YNPC1,SOUTH ENTRANCE YOSEMITE,1.33,1.31,0.97,1.90,3.47,3.41,2.88,0.57,0.06,0.26,0.09,1.18,17.43,42
YPQC1,YOSEMITE PARK HEADQUARTER,0.65,0.73,1.53,1.01,5.47,3.89,2.75,0.61,0.20,0.28,0.15,0.54,17.81,48
BFL,BAKERSFIELD,0.03,0.94,0.10,0.12,0.32,0.36,0.50,0.04,0.00,0.00,0.00,0.01,2.42,38
DNPC1,BALCH PH,1.05,0.39,0.82,0.75,3.23,2.08,2.41,0.45,0.00,0.02,0.02,0.69,11.91,38
GNNC1,GLENNVILLE,0.62,1.16,1.12,0.93,1.41,2.42,2.28,0.80,0.00,0.00,0.13,0.00,10.87,54
GRGC1,GRANT GROVE,1.82,0.29,0.92,1.42,3.99,5.62,5.13,1.43,0.00,0.39,0.00,0.89,21.90,52
ISAC1,LAKE ISABELLA DAM,0.24,0.83,1.04,0.37,2.68,0.96,1.19,0.14,0.04,0.00,0.10,0.00,7.59,NA
LDGC1,LODGEPOLE,1.42,0.51,1.68,1.31,4.78,4.09,4.20,1.13,0.00,0.75,0.39,1.15,21.41,47
PFTC1,PINE FLAT DAM,0.70,0.44,0.52,0.59,3.60,1.23,1.23,0.35,0.04,0.00,0.00,0.08,8.78,42
SCSC1,LAKE SUCCESS DAM,0.46,0.67,0.34,0.64,1.56,1.03,1.17,0.24,0.06,0.00,0.00,0.00,6.17,55
TMDC1,TERMINUS DAM,0.08,0.58,0.31,0.39,1.49,1.25,1.24,0.14,0.03,0.00,0.00,0.00,5.51,41
TREC1,THREE RIVER EDISON PH #1,0.32,0.47,0.52,0.50,2.82,1.49,2.48,0.47,0.00,0.00,0.00,0.88,9.95,40
CNGC1,COALINGA,0.00,0.15,0.05,0.00,1.57,0.59,0.42,0.00,0.00,0.00,0.00,0.00,2.78,34
FAT,FRESNO AIR TERMINAL,0.03,0.54,0.15,0.57,2.11,0.62,0.74,0.04,0.00,0.01,0.00,0.18,4.99,43
HJO,HANFORD,0.00,0.26,0.12,0.11,1.65,0.52,0.20,0.00,0.00,0.00,0.00,0.01,2.87,28
LEMC1,LEMON COVE,0.07,0.58,0.32,0.55,1.44,1.35,1.42,0.27,0.00,0.00,0.00,0.02,6.02,41
LINC1,LINDSAY,0.01,0.52,0.04,0.43,1.30,0.80,1.17,0.26,0.00,0.00,0.00,0.04,4.57,37
VISC1,VISALIA,0.05,0.65,0.20,0.34,1.13,1.47,0.66,0.10,0.00,0.00,0.00,0.05,4.65,43
WASC1,WASCO,0.00,0.23,0.08,0.01,0.28,1.05,0.49,0.00,0.00,0.00,0.00,0.00,2.14,29
CCAC1,CACHUMA DAM,0.34,1.14,0.18,0.02,4.11,3.52,0.65,0.00,0.00,0.00,0.00,0.00,9.96,45
JUNC1,JUNCAL DAM,0.20,0.78,0.33,0.02,6.69,5.53,1.24,0.17,0.00,0.00,0.13,0.04,15.13,48
KICC1,KING CITY,0.06,0.24,0.19,0.11,2.82,1.15,1.07,0.00,0.00,0.00,0.00,0.01,5.65,47
PRB,PASO ROBLES,0.02,0.27,0.17,0.00,2.66,1.46,0.34,0.00,0.00,0.00,0.00,0.00,4.92,38
SBA,SANTA BARBARA,0.39,0.74,0.16,0.01,3.83,1.09,0.27,0.00,0.00,0.01,0.01,0.00,6.51,37
SBPC1,SAN LUIS OBISPO,0.44,0.28,0.27,0.03,5.83,2.57,1.08,0.00,0.00,0.00,0.00,0.00,10.50,45
SCRC1,SANTA CRUZ,0.07,0.72,0.29,0.05,7.19,3.76,1.21,0.04,0.02,0.13,0.00,0.92,14.40,46
SMX,SANTA MARIA,0.18,0.13,0.18,0.01,1.88,1.27,0.84,0.01,0.00,0.00,0.00,0.00,4.50,32
WVIC1,WATSONVILLE WATERWORKS,0.05,0.46,0.33,0.05,4.74,2.54,1.27,0.05,0.00,0.05,0.01,0.31,9.86,42
BBLC1,BIG BEAR LAKE F.S.,0.76,0.60,1.02,0.38,4.30,2.68,0.98,0.00,0.00,0.28,0.39,0.20,11.59,58
CQT,DOWNTOWN LA,0.06,0.62,0.20,0.00,3.58,1.18,0.35,0.00,0.00,0.00,0.04,0.01,6.04,40
EORC1,ELSINORE,0.16,0.53,0.70,0.00,0.83,1.25,0.50,0.00,0.00,0.00,0.66,0.45,5.08,41
HENC1,HENSHAW DAM,1.78,0.74,1.12,0.31,1.25,4.75,1.63,0.01,0.00,0.02,0.78,0.07,12.46,47
LAX,LA INT'L AIRPORT,0.02,0.69,0.30,0.00,2.79,0.36,0.26,0.00,0.00,0.14,0.03,0.02,4.61,36
LGB,LONG BEACH,0.12,0.78,0.34,0.01,2.34,0.47,0.37,0.00,0.00,0.01,0.07,0.11,4.62,38
LOX,OXNARD,0.00,0.51,0.26,0.03,3.83,1.16,0.05,0.02,0.00,0.00,0.03,0.01,5.90,38
OJAC1,OJAI,0.24,0.66,0.38,0.02,4.88,2.94,0.27,0.09,0.00,0.00,0.00,0.00,9.48,45
MWS,MOUNT WILSON,1.40,1.97,0.57,0.51,9.60,1.87,1.37,0.03,0.00,0.06,0.12,0.20,17.70,49
OCNC1,OCEANSIDE MARINA,0.49,1.10,0.23,0.00,1.46,0.51,0.22,0.00,0.00,0.00,0.09,0.00,4.10,40
SAN,LINDBERGH FIELD,0.25,1.48,0.46,0.01,1.00,1.28,0.53,0.00,0.00,0.00,0.08,0.00,5.09,49
STAC1,SANTA ANA FS,0.22,0.46,0.37,0.00,1.42,0.67,0.37,0.00,0.00,0.00,0.03,0.00,3.54,26
CEDC1,CEDARVILLE,0.54,0.72,1.18,0.40,2.30,3.24,0.94,1.26,0.32,0.38,0.54,0.51,12.33,98
FOBC1,FORT BIDWELL,0.22,0.39,0.62,1.84,5.05,1.98,0.60,0.42,0.61,0.31,0.60,0.15,12.79,71
JESC1,JESS VALLEY,0.48,0.96,0.35,0.50,2.89,4.03,2.10,0.94,0.69,0.90,1.25,0.39,15.48,81
Q63,SUTCLIFFE-PYRAMID LK,0.54,0.67,0.14,0.16,0.70,0.87,0.04,0.50,0.03,1.13,1.22,0.99,6.99,94
SNVC1,SUSANVILLE,0.24,0.62,0.10,0.86,1.29,2.96,0.82,0.93,0.10,0.19,1.04,0.28,9.43,79
STDN2,STEAD,0.06,0.40,0.46,0.38,1.38,0.41,0.15,0.79,0.00,1.09,1.03,0.90,7.05,63
WTNN2,WELLINGTON,0.24,0.30,0.36,1.28,0.67,0.25,0.08,1.34,0.00,1.09,0.50,0.38,6.49,NA
BOCC1,BOCA RESERVOIR,0.54,0.47,0.84,1.27,5.33,1.90,0.69,0.83,0.00,1.34,0.97,0.43,14.61,65
BPTC1,BRIDGEPORT,0.40,0.12,0.31,1.19,0.81,1.41,0.26,1.24,0.19,1.33,1.29,0.54,9.09,97
CRCN2,CARSON CITY,0.24,0.12,0.81,0.47,1.93,0.37,0.10,1.27,0.00,1.68,0.38,0.04,7.41,77
DAGN2,DAGGET PASS,0.75,0.40,1.37,1.70,4.04,1.30,0.81,1.55,0.00,0.30,0.25,0.67,13.14,55
DONC1,DONNER MEM SP,0.90,0.10,1.75,2.20,10.14,5.30,1.42,0.54,0.00,4.45,1.63,0.21,28.64,74
FEXN2,FALLON EXPER STATION,0.69,0.91,0.05,0.54,0.37,0.46,0.21,0.92,0.00,0.00,0.26,0.77,5.18,105
GLBN2,GLENBROOK,0.40,0.55,0.79,2.15,4.87,1.06,0.78,1.38,0.00,3.14,0.40,0.99,16.51,93
HTHN2,HAWTHORNE,0.56,0.39,0.86,0.78,0.20,0.26,0.10,1.67,0.01,0.46,0.49,0.85,6.63,181
MINN2,MINDEN,0.33,0.11,0.28,1.52,2.23,0.28,0.08,1.57,0.00,0.43,0.61,0.28,7.72,87
RNO,RENO,0.06,0.49,0.41,0.38,0.69,0.08,0.31,0.54,0.00,0.20,1.08,0.29,4.53,61
SMIN2,SMITH 6N,0.20,0.46,0.31,1.16,0.69,0.13,0.08,1.23,0.39,0.39,0.45,0.53,6.02,94
SRKN2,SPARKS,0.15,0.40,0.50,0.44,0.85,0.25,0.15,0.53,0.00,0.20,1.15,0.20,4.82,58
TAHC1,TAHOE CITY,0.47,0.39,1.31,2.05,7.52,2.88,1.45,0.94,0.00,0.56,0.89,0.96,19.42,57
TKEC1,TRUCKEE RS,0.80,0.51,0.95,1.85,5.86,3.04,0.77,0.79,0.00,0.78,1.18,0.88,17.41,56
TPLN2,TOPAZ LAKE 4N,0.38,0.10,0.43,1.10,2.47,0.84,0.30,1.38,0.00,0.83,0.67,0.23,8.73,NA
WABN2,WABUSKA 6SE,0.20,0.40,0.12,1.00,0.14,0.37,0.23,0.74,0.00,0.09,0.93,1.01,5.23,107
YRGN2,YERINGTON,0.14,0.66,0.37,0.60,0.25,0.23,0.25,0.80,0.00,0.05,0.27,1.05,4.67,97
BARC1,BARSTOW,0.00,1.06,0.00,0.00,0.09,0.54,0.30,0.36,0.00,0.08,0.78,0.06,3.27,62
BIH,BISHOP AP,0.16,0.00,0.03,0.20,1.71,0.04,0.07,0.24,0.00,0.15,0.20,0.16,2.96,57
DEVC1,DEATH VALLEY,0.00,0.38,0.00,0.00,0.00,0.36,0.11,0.02,0.00,0.05,0.15,0.76,1.83,78
ELLC1,ELLERY LAKE,0.51,0.56,1.28,1.24,4.02,2.40,1.20,0.80,0.50,0.90,1.68,0.36,15.45,64
FMTC1,FAIRMONT,0.11,0.60,0.17,0.15,2.40,2.92,0.53,0.14,0.00,0.00,0.06,0.04,7.12,42
HEEC1,HAIWEE,0.04,0.18,0.00,0.00,0.22,1.38,0.00,0.09,0.00,0.06,0.50,0.02,2.49,34
INDC1,INDEPENDENCE,0.95,0.04,0.03,0.18,0.43,0.82,0.11,0.06,0.00,0.00,1.00,0.07,3.69,67
IPL,IMPERIAL,0.01,0.95,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,1.53,0.07,2.57,75
LEVC1,LEE VINING,0.50,0.18,0.63,1.35,1.89,1.39,0.55,0.37,0.16,0.86,1.01,1.21,10.10,64
PMD,PALMDALE,0.08,1.86,0.00,0.00,1.39,0.57,0.13,0.96,0.00,0.00,0.04,0.12,5.15,NA
PSP,PALM SPRINGS,0.07,0.11,0.00,0.00,0.45,0.28,0.05,0.00,0.00,0.27,0.88,0.04,2.15,45
B23,BATTLE MOUNTAIN,0.53,0.53,0.60,0.56,1.24,1.12,0.51,0.70,0.42,0.34,0.75,0.46,7.76,87
BOWN2,BEOWAWE,0.33,0.36,0.46,0.42,1.47,1.13,0.62,0.78,0.50,0.34,0.39,0.35,7.15,77
EKO,ELKO,0.60,0.36,0.65,0.42,1.92,1.29,1.00,1.08,0.14,0.55,1.27,0.38,9.66,97
GIBN2,GIBBS RANCH,0.33,0.40,0.71,0.30,1.58,1.51,1.37,1.49,0.20,0.59,3.27,0.70,12.45,115
IMLN2,IMLAY,0.20,0.61,0.31,0.46,1.52,0.87,0.55,0.94,0.12,0.27,0.64,0.42,6.91,79
LOVN2,LOVELOCK,0.85,0.59,0.24,0.08,1.17,0.57,0.21,1.45,0.12,0.09,0.94,0.95,7.26,117
RYPN2,RYE PATCH DAM,1.27,0.44,0.28,0.22,1.46,0.97,0.52,1.33,0.22,0.83,0.58,0.38,8.50,99
WMC,WINNEMUCCA,1.48,0.57,0.61,0.49,1.12,1.11,0.46,0.74,0.07,0.10,0.49,1.40,8.64,104
KRVN2,KINGS RIVER VALLEY,0.66,0.03,0.00,0.42,0.83,1.36,0.71,0.28,0.15,1.16,0.13,1.51,7.24,82
LCRN2,LEONARD CREEK RANCH,0.60,0.15,0.17,0.16,0.54,1.05,0.78,0.24,0.10,1.55,0.72,1.10,7.16,75
MCDN2,MCDERMITT,0.69,0.33,0.03,0.14,0.24,0.94,0.70,0.29,0.49,0.86,0.69,1.35,6.75,82
ORVN2,OROVADA 4WSW,1.15,0.25,0.23,0.25,0.87,2.30,0.75,0.60,0.19,0.40,0.50,2.34,9.83,94
ARTN2,ARTHUR 4NW,0.83,0.14,1.20,1.54,2.64,1.54,1.18,1.62,0.40,0.59,2.00,1.44,15.12,106
BLEN2,BLUE EAGLE RANCH,0.28,1.38,0.80,0.37,0.32,1.25,0.89,0.54,0.00,0.65,1.28,1.29,9.05,106
DYRN2,DYER,0.26,0.32,0.52,0.27,0.50,0.01,0.00,0.58,0.00,0.37,0.54,0.46,3.83,75
EKAN2,EUREKA,0.74,0.77,1.00,0.57,1.10,0.80,1.29,1.19,0.04,1.00,1.64,1.10,11.24,99
ELY,ELY,0.82,0.87,0.99,0.79,0.94,0.42,1.06,0.96,0.18,0.43,2.48,0.83,10.77,110
LAGN2,LAGES,0.89,0.41,1.55,0.67,0.93,0.28,1.38,0.77,0.09,0.99,3.05,1.23,12.24,147
MCGN2,MCGILL,1.03,0.50,1.30,0.85,0.55,0.66,0.96,0.64,0.18,0.78,2.25,1.30,11.00,120
MNAN2,MINA,0.38,0.06,0.20,0.28,0.61,0.12,0.30,0.51,0.00,0.60,0.36,0.50,3.92,65
PAHN2,PAHRUMP,0.20,0.83,0.00,0.00,0.01,0.36,0.39,0.29,0.00,0.31,1.00,0.17,3.56,70
RBLN2,RUBY LAKE,0.68,0.99,1.33,1.63,3.37,1.49,1.38,1.01,0.08,0.70,2.39,0.43,15.48,111
