ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
COPC1,COPCO #1 DAM,4.31,1.97,2.69,4.31,1.00,0.76,0.67,1.38,0.35,0.00,0.18,0.00,17.62,86
FOJC1,FORT JONES,3.40,0.85,2.91,5.95,2.41,0.51,0.56,1.65,0.02,0.00,0.10,0.00,18.36,84
HPYC1,HAPPY CAMP,6.90,3.81,10.17,14.95,5.22,4.48,1.77,0.07,0.02,0.00,0.00,0.00,47.39,92
MTHC1,MT. HEBRON RS,3.04,0.71,0.96,0.95,0.44,0.63,0.24,1.63,0.09,0.00,0.17,0.00,8.86,70
ORLC1,ORLEANS,8.53,3.82,9.16,14.55,4.68,5.52,2.10,0.33,0.12,0.08,0.07,0.00,48.96,93
STGC1,LAVA BEDS NM,2.09,0.79,1.03,3.51,0.88,0.62,0.37,1.89,0.10,0.00,0.12,0.00,11.40,76
TRHC1,TRINITY RIVER HATCHERY,3.84,1.00,5.27,7.18,4.58,0.52,0.45,0.85,0.12,0.00,0.05,0.00,23.86,73
TULC1,TULE LAKE,2.72,0.67,0.81,1.90,0.63,0.70,0.23,1.76,0.10,0.00,0.22,0.00,9.74,86
WLLC1,WILLOW CREEK 1NW,8.12,2.60,7.94,12.06,4.76,3.52,2.21,0.02,0.12,0.00,0.00,0.11,41.46,76
YKAC1,YREKA,3.42,0.93,3.05,4.61,2.12,1.09,0.45,2.20,0.08,0.00,0.11,0.00,18.06,92
MHMC1,MOUNT HAMILTON,1.87,0.97,2.32,9.07,5.37,0.83,0.17,0.00,0.00,0.00,0.00,0.00,20.60,87
NSHC1,NAPA STATE HOSPITAL,1.50,1.05,4.10,10.06,3.44,0.35,0.19,0.08,0.00,0.00,0.00,0.00,20.77,78
PORC1,POTTER VALLEY PH,3.30,1.09,7.51,13.99,2.60,1.18,0.62,0.18,0.00,0.00,0.00,0.28,30.75,68
SFO,SAN FRANCISCO AIRPORT,2.01,0.96,3.16,8.86,1.87,0.33,0.14,0.03,0.00,0.00,0.01,0.00,17.37,86
SFOC1,DOWNTOWN SAN FRANCISCO,2.01,0.96,3.16,8.86,1.87,0.33,0.14,0.03,0.00,0.00,0.01,0.00,17.37,78
STSC1,SANTA ROSA,3.26,0.81,5.06,10.21,3.09,0.32,0.30,0.03,0.00,0.00,0.00,0.03,23.11,75
UKI,UKIAH ASOS,2.15,0.67,6.63,12.57,4.73,1.08,0.38,0.00,0.00,0.00,0.00,0.37,28.58,NA
4LW,LAKEVIEW,1.74,0.39,1.08,1.93,0.12,0.35,0.22,1.23,0.04,0.00,0.04,0.04,7.18,46
BNYC1,BURNEY,2.37,0.37,2.93,6.02,3.55,0.91,0.74,0.30,0.04,0.00,0.12,0.00,17.35,65
BODC1,BOWMAN DAM,7.20,2.29,10.15,15.43,9.22,3.20,1.01,2.34,0.00,0.00,0.00,0.00,50.84,74
BUCC1,BUCKS CREEK,4.43,1.47,7.77,14.25,8.89,2.57,1.00,0.70,0.16,0.00,0.00,0.00,41.24,59
BUKC1,BUCKHORN,8.20,1.66,10.66,17.48,10.31,2.70,1.00,1.03,0.10,0.00,0.16,0.00,53.30,80
CANC1,CANYON DAM,3.28,0.96,3.87,10.03,4.75,1.11,0.60,1.25,0.01,0.00,0.00,0.04,25.90,68
CBYC1,CANBY 3SW,2.25,1.24,1.25,2.28,0.89,0.47,0.88,2.70,0.66,0.00,0.00,0.00,12.62,77
CHEC1,CHESTER,2.92,0.65,4.09,10.26,4.71,1.10,0.51,0.82,0.01,0.00,0.00,0.00,25.07,76
CLGC1,COLGATE PH,3.34,1.50,7.61,8.67,4.47,1.49,0.48,0.22,0.00,0.00,0.00,0.00,27.78,67
COFC1,COLFAX,2.43,1.62,8.08,7.89,3.72,1.43,0.42,0.02,0.00,0.00,0.00,0.00,25.61,53
DUNC1,DUNSMUIR,5.91,0.97,11.31,16.28,6.11,4.28,0.85,0.42,0.00,0.00,0.29,0.00,46.42,75
DWNC1,DOWNIEVILLE,3.95,1.56,8.12,17.37,7.74,2.54,0.67,1.56,0.00,0.00,0.00,0.01,43.52,69
FSTC1,FORESTHILL RS,4.94,1.74,9.34,10.66,6.46,2.11,0.54,0.86,0.00,0.00,0.00,0.00,36.65,70
GLRC1,GOLD RUN 2SW,4.43,1.59,9.70,11.62,6.75,2.11,0.51,0.91,0.00,0.00,0.00,0.00,37.62,68
GRAC1,GRASS VALLEY NO. 2,4.13,1.60,10.06,9.95,7.17,1.43,0.45,0.42,0.00,0.00,0.00,0.00,35.21,66
HATC1,HAT CREEK,0.95,0.41,1.94,3.46,3.57,0.78,1.00,0.51,0.02,0.00,0.00,0.06,12.70,63
HLEC1,HARRY L ENGLEBRIGHT DAM,1.59,1.23,6.15,9.75,3.82,0.21,0.30,0.07,0.00,0.00,0.00,0.00,23.12,66
MCLC1,MCCLOUD,4.62,0.89,9.10,12.77,6.67,0.52,0.78,1.47,0.04,0.00,0.22,0.00,37.08,76
MHS,MT. SHASTA,3.59,0.63,7.93,10.72,3.93,0.51,0.53,1.27,0.02,0.00,0.22,0.00,29.35,74
MINC1,MINERAL,3.43,1.67,4.93,13.97,6.81,2.66,0.81,0.85,0.00,0.00,0.01,0.00,35.14,62
NCOC1,NICOLAUS,1.55,0.73,3.40,6.89,2.02,0.22,0.05,0.03,0.00,0.00,0.00,0.00,14.89,75
NVDC1,NEVADA CITY,4.26,1.78,11.52,12.28,8.83,2.48,0.50,0.74,0.00,0.00,0.03,0.00,42.42,72
ONDC1,ORLAND,0.77,0.43,3.13,8.85,2.71,0.00,0.07,0.21,0.00,0.00,0.00,0.00,16.17,74
PCHC1,PACIFIC HOUSE,2.41,1.40,5.65,11.40,7.86,2.12,0.29,1.86,0.03,0.00,0.00,0.00,33.02,64
PLCC1,PLACERVILLE,2.05,1.10,5.57,8.09,4.80,0.64,0.33,0.11,0.00,0.00,0.00,0.00,22.69,59
PRAC1,PORTOLA,1.39,0.56,1.71,5.91,3.39,0.24,0.16,0.95,0.00,0.00,0.00,0.00,14.31,62
PRDC1,PARADISE,2.67,1.10,9.84,11.26,8.17,0.86,0.93,0.23,0.00,0.00,0.00,0.00,35.06,62
RBL,RED BLUFF AP,1.11,0.35,2.77,6.83,2.12,0.07,0.11,0.26,0.00,0.00,0.00,0.00,13.62,57
SAC,SACRAMENTO AP,1.05,0.85,3.17,6.67,1.81,0.03,0.00,0.04,0.00,0.00,0.00,0.00,13.62,76
SERC1,SIERRAVILLE,1.63,0.39,2.35,4.87,2.15,0.41,0.06,0.42,0.00,0.00,0.00,0.00,12.28,47
SHDC1,SHASTA DAM,4.16,0.60,10.24,16.69,10.52,0.28,0.76,1.14,0.08,0.00,0.00,0.00,44.47,70
SMTC1,SACRAMENTO 5 ESE,0.93,0.98,3.35,7.42,1.83,0.12,0.01,0.04,0.00,0.00,0.00,0.00,14.68,74
SODC1,SODA SPRINGS,4.76,1.73,8.50,15.90,7.91,3.23,0.91,1.85,0.00,0.08,0.00,0.00,44.87,NA
STOC1,STONY GORGE,0.71,0.12,3.13,10.61,3.97,0.00,0.00,0.94,0.03,0.00,0.00,0.00,19.51,92
STYC1,STRAWBERRY VALLEY,5.73,1.90,11.89,19.17,12.08,2.69,0.87,0.94,0.00,0.00,0.00,0.00,55.27,69
VTNC1,VINTON,2.26,0.59,1.75,3.47,1.41,0.69,0.07,1.15,0.00,0.03,0.00,0.00,11.42,81
ARNC1,CALAVERAS BIG TREES,2.20,1.42,7.30,12.75,8.38,1.33,0.77,1.49,0.00,0.00,0.00,0.00,35.64,64
CMPC1,CAMP PARDEE,1.00,0.98,3.68,5.84,2.21,0.09,0.08,0.53,0.00,0.00,0.00,0.00,14.41,63
EXQC1,EXCHEQUER DAM,2.39,0.31,2.83,7.74,3.28,0.00,0.01,0.37,0.00,0.00,0.00,0.00,16.93,85
FDDC1,FIDDLETOWN DEXTER RANCH,2.11,0.97,4.85,9.27,4.64,0.72,0.17,0.73,0.00,0.00,0.00,0.00,23.46,63
HETC1,HETCH HETCHY,0.95,0.64,4.39,9.97,7.10,0.70,0.16,1.79,0.00,0.00,0.00,0.00,25.70,70
LOSC1,LOS BANOS,0.48,0.30,1.29,2.94,1.08,0.00,0.01,0.12,0.00,0.00,0.00,0.00,6.22,63
MCEC1,MERCED,1.26,0.29,1.44,4.45,2.18,0.07,0.00,0.09,0.00,0.00,0.00,0.00,9.78,78
MOD,MODESTO AP,0.75,0.37,1.85,4.81,1.74,0.01,0.00,0.09,0.00,0.00,0.00,0.00,9.62,74
NMDC1,NEW MELONES DAM HQ,1.58,0.75,5.16,9.01,4.07,0.40,0.06,0.57,0.00,0.00,0.00,0.00,21.60,NA
NOFC1,NORTH FORK RS,1.44,0.37,5.18,11.89,7.87,0.79,0.02,1.46,0.00,0.05,0.00,0.00,29.07,85
SONC1,SONORA,1.12,0.80,6.27,9.31,5.55,0.46,0.05,0.42,0.00,0.00,0.00,0.00,23.98,73
TRAC1,TRACY CARBONA,0.53,0.58,1.70,6.72,1.70,0.02,0.02,0.00,0.00,0.00,0.00,0.00,11.27,107
WSTC1,WEST POINT,1.49,1.15,6.84,12.55,4.73,0.97,0.21,0.95,0.00,0.00,0.00,0.00,28.89,79
YPQC1,YOSEMITE PARK HEADQUARTER,1.24,0.00,4.33,7.55,9.67,0.21,0.00,0.97,0.09,0.23,0.00,0.03,24.32,65
ASHC1,ASH MOUNTAIN,1.13,0.62,5.22,6.57,6.30,0.54,0.00,0.93,0.00,0.13,0.00,0.00,21.44,81
BFL,BAKERSFIELD,0.28,0.06,0.36,0.65,0.34,0.00,0.00,0.08,0.00,0.00,0.00,0.00,1.77,27
BTPC1,BEAR TRAP MEADOW,1.21,0.70,6.91,7.91,14.71,4.13,0.23,0.53,0.32,0.11,0.00,0.00,36.76,NA
EGCC1,EAGLE CREEK,0.90,0.31,7.32,10.51,10.81,0.60,0.40,1.16,0.33,0.01,0.00,0.00,32.35,NA
GNFC1,GIANT FOREST,1.10,1.10,7.60,14.40,10.50,1.60,0.50,0.80,0.50,0.10,0.10,0.00,38.30,NA
GNNC1,GLENNVILLE,0.81,0.29,3.07,4.77,7.21,0.20,0.00,0.38,0.00,0.02,0.00,0.00,16.75,84
GRGC1,GRANT GROVE,1.31,0.33,6.34,10.57,10.64,1.18,0.03,1.05,0.00,0.27,0.00,0.10,31.82,76
HSSC1,HOSSACK,0.80,0.51,9.32,12.33,14.31,1.12,0.12,1.07,0.12,0.01,0.00,0.00,39.71,NA
ISAC1,LAKE ISABELLA DAM,0.06,0.10,1.56,4.00,5.96,0.02,0.00,0.02,0.00,0.11,0.00,0.08,11.91,NA
LDGC1,LODGEPOLE,0.71,0.80,7.31,15.24,10.70,1.71,0.01,1.21,0.00,1.50,0.00,0.77,39.96,89
PFTC1,PINE FLAT DAM,0.35,0.08,3.10,5.57,4.34,0.23,0.01,1.34,0.00,0.00,0.00,0.00,15.02,75
RGCC1,ROGERS CAMP,0.50,0.20,6.33,10.72,10.20,0.61,0.31,0.96,0.40,0.00,0.00,0.00,30.23,NA
SCSC1,LAKE SUCCESS DAM,0.14,0.43,2.00,2.49,3.27,0.14,0.00,0.46,0.00,0.00,0.00,0.00,8.93,81
TMDC1,TERMINUS DAM,0.55,0.47,2.34,2.21,3.30,0.20,0.00,0.14,0.00,0.00,0.00,0.00,9.21,NA
TREC1,THREE RIVER EDISON PH #1,1.29,0.48,4.88,5.70,5.24,0.46,0.00,1.49,0.00,0.00,0.00,0.00,19.54,80
CNGC1,COALINGA,0.31,0.03,1.08,4.70,0.51,0.06,0.06,0.01,0.00,0.00,0.00,0.00,6.76,81
FAT,FRESNO AIR TERMINAL,0.20,0.09,2.31,3.32,1.73,0.02,0.00,0.30,0.00,0.01,0.00,0.00,7.98,71
HJO,HANFORD,0.30,0.10,1.17,1.87,0.81,0.00,0.00,0.10,0.00,0.00,0.00,0.00,4.35,51
LEMC1,LEMON COVE,1.61,0.37,1.90,2.86,2.46,0.12,0.00,0.75,0.00,0.00,0.00,0.00,10.07,69
LINC1,LINDSAY,1.43,0.20,1.98,3.07,2.63,0.03,0.00,0.47,0.00,0.00,0.00,0.00,9.81,78
VISC1,VISALIA,0.83,0.10,1.41,2.27,0.74,0.00,0.00,0.36,0.00,0.00,0.00,0.00,5.71,52
WASC1,WASCO,0.03,0.03,0.29,1.45,0.52,0.10,0.01,0.00,0.00,0.00,0.00,0.00,2.43,33
CCHC1,CACHUMA DAM,0.34,0.06,2.39,16.57,2.33,0.45,0.06,0.38,0.00,0.00,0.00,0.00,22.58,103
JNLC1,JUNCAL DAM,0.29,0.10,4.90,24.04,2.55,0.00,0.14,0.27,0.00,0.00,0.12,0.00,32.41,104
KICC1,KING CITY,0.53,0.02,0.43,6.34,1.22,0.17,0.37,0.05,0.00,0.00,0.00,0.00,9.13,74
PRB,PASO ROBLES,0.45,0.00,1.30,5.39,0.81,0.00,0.20,0.01,0.00,0.00,0.00,0.00,8.16,62
SBA,SANTA BARBARA,0.31,0.00,2.16,10.44,1.99,0.01,0.11,0.10,0.00,0.00,0.00,0.00,15.12,81
SBPC1,SAN LUIS OBISPO,0.57,0.06,2.92,7.36,2.75,0.14,0.29,0.03,0.00,0.00,0.07,0.00,14.19,58
SCRC1,SANTA CRUZ,1.40,0.54,3.83,12.16,6.10,0.51,0.48,0.00,0.00,0.00,0.00,0.01,25.03,82
SMX,SANTA MARIA,0.57,0.03,1.86,7.01,1.85,0.01,0.21,0.01,0.00,0.00,0.00,0.00,11.55,82
WVIC1,WATSONVILLE WATERWORKS,1.26,0.64,2.73,7.37,3.27,0.21,0.28,0.00,0.00,0.00,0.03,0.00,15.79,68
BBLC1,BIG BEAR LAKE F.S.,0.10,1.70,3.25,12.64,5.29,0.30,0.00,0.13,0.00,0.70,0.38,0.05,24.54,116
CQT,DOWNTOWN LA,0.95,0.56,1.73,7.97,1.64,0.01,0.04,0.11,0.00,0.00,0.00,0.00,13.01,86
LAGC1,LAGUNA BEACH,0.21,1.68,0.60,1.13,2.52,0.02,0.13,0.22,0.00,0.00,0.00,0.00,6.51,48
LAX,LA INT'L AIRPORT,0.69,0.50,1.59,4.67,2.17,0.03,0.03,0.11,0.00,0.00,0.00,0.00,9.79,74
LGB,LONG BEACH,0.56,0.91,1.11,5.89,2.19,0.00,0.05,0.18,0.00,0.00,0.00,0.01,10.90,84
LOX,OXNARD,0.29,0.15,2.22,7.24,2.04,0.01,0.02,0.09,0.00,0.00,0.01,0.00,12.07,NA
OJAC1,OJAI,0.31,0.11,2.37,12.94,1.92,0.03,0.08,0.13,0.00,0.00,0.02,0.00,17.91,82
MWS,MOUNT WILSON,0.43,0.76,3.54,15.34,2.50,0.09,0.00,1.99,0.00,0.00,0.00,0.01,24.66,61
SAN,LINDBERGH FIELD,0.37,0.97,0.80,3.34,1.21,0.26,0.00,0.23,0.02,0.00,0.00,0.00,7.20,67
STAC1,SANTA ANA FS,0.40,1.19,1.02,3.76,1.95,0.06,0.02,0.17,0.00,0.00,0.00,0.00,8.57,62
CEDC1,CEDARVILLE,1.93,0.59,1.35,1.80,1.19,1.23,0.93,2.02,0.17,0.00,0.00,0.06,11.27,86
DOYC1,DOYLE,0.91,0.24,0.41,2.71,0.80,0.39,0.20,0.78,0.00,0.11,0.00,0.00,6.55,56
JESC1,JESS VALLEY,2.34,1.19,2.36,2.73,0.93,1.75,1.71,3.39,0.81,0.00,0.05,0.22,17.48,91
STDN2,STEAD,0.61,0.20,1.13,5.03,0.65,0.04,0.00,0.48,0.00,1.61,0.00,0.00,9.75,93
WTNN2,WELLINGTON,0.08,0.62,0.70,1.85,0.63,0.00,0.00,1.94,0.09,0.13,0.00,0.00,6.04,NA
BDEC1,BODIE,0.46,0.20,1.24,3.59,1.89,0.05,0.00,2.47,0.02,0.00,0.00,0.00,9.92,76
BOCC1,BOCA RESERVOIR,1.52,0.55,2.55,6.28,2.90,0.60,0.01,1.20,0.00,0.05,0.00,0.02,15.68,70
BPTC1,BRIDGEPORT,0.27,1.25,0.82,4.64,2.45,0.19,0.00,1.47,0.01,0.00,0.20,0.00,11.30,121
CRCN2,CARSON CITY,0.24,0.14,0.95,1.60,1.01,0.32,0.00,0.86,0.00,0.00,0.00,0.00,5.12,49
DAGN2,DAGGET PASS,0.10,0.31,2.33,4.91,1.47,0.13,0.00,0.69,0.00,0.25,0.00,0.00,10.19,93
GLBN2,GLENBROOK,1.01,0.52,2.44,6.09,3.20,0.42,0.00,1.03,0.00,0.00,0.00,0.00,14.71,84
HTHN2,HAWTHORNE,0.00,0.00,0.30,1.50,0.25,0.00,0.00,1.26,0.00,0.15,0.02,0.00,3.48,64
MINN2,MINDEN,0.19,0.23,1.16,3.81,0.89,0.07,0.00,1.22,0.00,0.00,0.00,0.00,7.57,90
RNO,RENO,0.19,0.25,1.06,2.80,0.78,0.07,0.00,0.56,0.00,0.34,0.00,0.01,6.06,81
SRKN2,SPARKS,0.22,0.32,0.91,2.79,0.83,0.08,0.01,0.87,0.00,0.25,0.17,0.00,6.45,87
TAHC1,TAHOE CITY,2.02,0.43,3.29,7.58,4.03,1.10,0.18,0.62,0.01,0.00,0.00,0.00,19.26,59
TKEC1,TRUCKEE RS,1.93,0.65,4.05,10.35,4.60,1.11,0.22,1.22,0.00,0.00,0.00,0.00,24.13,78
TPLN2,TOPAZ LAKE 4N,0.00,0.04,0.00,0.65,0.33,0.00,0.00,0.25,0.00,0.00,0.00,0.00,1.27,14
WABN2,WABUSKA 6SE,0.14,0.33,0.75,1.55,1.17,0.00,0.00,2.34,0.00,0.12,0.01,0.03,6.44,136
YRGN2,YERINGTON,0.11,0.00,0.62,1.47,0.40,0.00,0.00,1.44,0.00,0.06,0.00,0.00,4.10,76
DEVC1,DEATH VALLEY,0.00,0.00,0.55,0.06,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.66,28
FMTC1,FAIRMONT,0.10,0.10,1.11,13.29,1.47,0.02,0.13,0.17,0.00,0.00,0.00,0.02,16.41,101
HEEC1,HAIWEE,0.02,0.00,0.31,4.14,1.00,0.00,0.00,0.01,0.00,0.27,0.14,0.00,5.89,80
INDC1,INDEPENDENCE,0.01,0.04,1.30,4.08,0.57,0.00,0.00,0.01,0.00,0.08,0.00,0.00,6.09,115
LEVC1,LEE VINING,0.13,0.15,1.38,7.77,2.36,0.17,0.00,1.22,0.00,0.02,0.04,0.00,13.24,102
PMD,PALMDALE,0.00,0.73,0.15,3.73,0.43,0.05,0.02,0.16,0.00,0.01,0.00,0.01,5.29,72
BOWN2,BEOWAWE,0.36,0.59,0.73,0.80,1.61,0.20,0.32,1.17,0.81,0.48,0.00,0.00,7.07,80
EKO,ELKO,1.01,0.24,0.97,1.59,0.63,0.42,0.16,1.12,0.54,0.14,0.50,0.00,7.32,77
GIBN2,GIBBS RANCH,0.96,0.44,1.32,1.08,0.84,0.60,0.22,1.94,0.23,0.20,0.08,0.02,7.93,74
IMLN2,IMLAY,0.61,0.73,0.95,1.10,0.53,0.08,0.50,1.69,0.08,0.34,0.00,0.08,6.69,80
JIGN2,JIGGS 8SSE,1.00,0.22,1.76,1.94,0.92,0.66,0.52,0.49,1.26,0.55,0.15,0.00,9.47,71
PRDN2,PARADISE VALLEY,1.12,0.18,1.54,1.34,1.12,0.85,0.20,0.95,0.32,0.23,0.09,0.00,7.94,73
RRRN2,REESE RIVER O'TOOLE,0.19,0.21,1.40,0.84,0.62,0.13,0.05,1.99,0.12,0.06,0.04,0.02,5.67,72
RYPN2,RYE PATCH DAM,0.50,0.90,0.60,0.80,0.40,0.00,0.10,1.40,0.10,0.00,0.00,0.00,4.80,54
WMC,WINNEMUCCA,0.81,0.56,0.75,0.81,0.61,0.29,0.38,1.10,0.40,0.34,0.01,0.02,6.08,73
MCDN2,MCDERMITT,0.97,0.36,0.76,0.48,0.56,0.24,0.20,0.45,0.58,0.04,0.00,0.25,4.89,53
ORVN2,OROVADA 4WSW,1.81,0.48,0.83,0.79,0.78,0.45,0.24,1.47,0.30,0.04,0.10,0.14,7.43,70
ARTN2,ARTHUR 4NW,1.55,0.52,2.61,2.93,3.41,1.46,0.73,1.53,1.00,0.81,1.26,0.01,17.82,120
BLEN2,BLUE EAGLE RANCH,0.24,0.00,1.05,0.41,1.14,0.25,0.00,0.02,0.07,0.42,0.18,0.16,3.94,45
DYRN2,DYER,0.05,0.20,0.38,2.81,1.10,0.06,0.00,0.63,0.00,0.52,0.00,0.07,5.82,113
EKAN2,EUREKA,0.51,0.30,1.73,1.27,1.00,0.18,0.18,0.12,0.17,0.23,0.07,0.53,6.29,52
ELY,ELY,0.63,0.00,0.68,0.74,0.60,0.14,0.02,0.44,0.34,0.94,0.44,0.35,5.32,54
LAGN2,LAGES,0.71,0.04,0.98,1.39,0.54,0.21,0.00,0.13,0.44,0.02,0.20,0.48,5.14,65
MCGN2,MCGILL,0.75,0.02,0.76,0.84,0.47,0.12,0.01,0.14,0.37,0.17,0.14,0.31,4.10,47
OASN2,OASIS,0.69,0.12,0.80,0.69,1.28,0.34,0.14,1.30,0.36,0.05,0.22,0.10,6.09,75
PAHN2,PAHRUMP,0.00,0.00,0.61,0.67,0.15,0.00,0.00,0.05,0.00,0.12,0.00,0.00,1.60,31
RBLN2,RUBY LAKE,0.75,0.07,1.67,1.84,1.37,1.00,0.68,0.97,0.40,0.03,0.07,0.05,8.90,65
SKVN2,SMOKEY VALLEY,0.16,0.01,0.64,1.04,0.66,0.16,0.00,0.37,0.05,0.00,0.09,0.05,3.23,45
TPH,TONOPAH,0.00,0.01,0.45,0.28,0.55,0.02,0.00,1.00,0.00,0.20,0.82,0.24,3.57,61
AWH,WILDHORSE RESERVOIR,1.35,0.34,1.29,2.13,1.73,0.90,0.74,1.49,0.66,0.60,0.20,0.02,11.45,87
OLEO3,ODELL LAKE,4.07,5.60,5.60,9.39,5.00,11.35,15.24,0.40,0.86,0.00,0.84,0.06,58.41,179
TUSN2,TUSCARORA,0.83,0.41,1.41,1.14,1.59,0.80,0.79,0.90,0.33,0.15,0.00,0.17,8.52,71
BLH,BLYTHE,0.00,1.11,0.00,0.77,0.02,0.00,0.00,0.19,0.00,0.00,0.15,0.06,2.30,57
BULA3,BULLHEAD CITY,0.00,0.15,1.13,2.07,0.59,0.00,0.00,0.12,0.00,0.20,0.68,0.00,4.94,85
CALN2,CALIENTE,0.01,0.00,1.47,1.27,0.85,0.17,0.00,0.22,0.00,2.04,0.10,0.07,6.20,63
HIKN2,HIKO,0.00,0.00,1.23,0.76,1.36,0.07,0.00,0.31,0.00,1.25,0.00,0.00,4.98,86
LAUN2,LAUGHLIN,0.00,0.05,1.76,2.04,0.47,0.02,0.00,0.10,0.00,0.26,0.43,0.00,5.13,122
LAVU1,LA VERKIN,0.00,0.46,2.90,2.19,2.20,0.14,0.03,0.21,0.11,1.55,0.24,0.02,10.05,84
LHCA3,LAKE HAVASU CITY,0.00,0.28,1.08,1.14,0.36,0.00,0.00,0.27,0.00,0.05,0.81,0.00,3.99,NA
LUNN2,LUND,0.54,0.00,0.99,0.91,1.54,0.27,0.00,0.43,0.25,0.12,0.10,0.27,5.42,49
SGUU1,ST. GEORGE,0.00,1.20,2.91,0.59,1.32,0.20,0.00,0.00,0.05,0.16,0.16,0.00,6.59,75
SPVN2,SPRING VALLEY STATE PA,0.00,0.10,1.82,1.36,2.43,0.28,0.00,0.56,0.14,2.61,0.35,0.12,9.77,80
SRCN2,SEARCHLIGHT,0.00,0.00,1.82,1.52,0.96,0.08,0.00,0.30,0.00,0.52,1.30,0.00,6.50,78
