ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
HATC1,HAT CREEK,1.65,1.81,3.62,3.59,5.63,6.21,1.49,3.59,0.13,0.00,0.29,1.86,29.87,156
HLEC1,HARRY L ENGLEBRIGHT DAM,0.72,4.73,4.35,7.62,16.58,6.82,1.61,4.13,0.00,0.00,0.00,1.35,47.91,135
MCLC1,MCCLOUD,2.19,5.37,6.07,10.56,12.12,9.22,6.29,6.01,0.00,0.00,0.90,1.52,60.25,122
MHS,MT. SHASTA,0.57,4.16,3.68,5.52,15.60,5.69,3.53,5.66,0.32,0.00,0.00,1.45,46.18,107
MINC1,MINERAL,1.31,5.19,7.99,14.83,19.29,11.53,3.83,8.41,0.00,0.00,0.55,2.69,75.62,131
MNZC1,MANZANITA LAKE,1.95,3.79,6.52,7.97,17.43,8.54,1.08,5.76,0.13,0.00,0.98,2.49,56.64,138
NVDC1,NEVADA CITY,0.53,8.61,4.87,14.20,26.76,8.64,3.49,5.83,1.05,0.00,0.00,2.66,76.64,123
ONDC1,ORLAND,0.86,3.69,1.80,6.31,10.66,4.37,0.21,3.49,0.00,0.00,0.02,0.88,32.29,140
PRAC1,PORTOLA,0.78,2.08,1.22,5.93,10.44,3.48,1.47,3.29,0.00,0.00,0.29,2.27,31.25,134
QCYC1,QUINCY,0.87,4.65,4.36,12.54,20.74,7.88,2.43,4.07,1.88,0.00,0.01,1.78,61.21,154
RBL,RED BLUFF AP,0.49,4.83,3.56,6.27,6.26,4.98,0.22,3.05,0.00,0.00,0.02,0.43,30.11,123
SERC1,SIERRAVILLE,0.37,2.13,0.61,10.26,12.33,2.92,1.58,2.18,0.00,0.00,0.00,1.69,34.07,133
SHDC1,SHASTA DAM,1.14,10.45,6.14,11.40,23.48,24.85,7.13,7.55,0.00,0.00,0.78,0.56,93.48,142
SLPC1,SLY PARK,0.40,6.68,4.20,10.00,21.08,11.08,3.76,8.68,0.24,0.00,0.00,1.20,67.32,NA
SMTC1,SACRAMENTO 5 ESE,0.04,2.66,2.65,4.65,8.90,3.20,0.59,3.42,0.00,0.00,0.00,0.06,26.17,129
STOC1,STONY GORGE,1.08,3.10,1.60,6.73,11.59,5.97,0.31,1.77,0.00,0.00,0.02,0.10,32.27,145
STYC1,STRAWBERRY VALLEY,1.01,12.01,7.06,19.88,36.75,15.28,4.95,9.71,0.52,0.00,0.00,2.70,109.87,133
VOLC1,VOLTA PH,1.13,3.62,6.42,7.34,10.04,6.54,1.93,5.86,0.09,0.00,0.40,0.99,44.36,125
WSKC1,WHISKEYTOWN RES,1.31,11.43,5.18,13.65,27.63,15.25,8.53,3.66,0.00,0.00,0.39,0.43,87.46,133
ARNC1,CALAVERAS BIG TREES,1.29,9.65,2.93,14.10,21.68,12.46,2.76,7.91,0.13,0.00,0.00,1.31,74.22,130
CHVC1,CHERRY VALLEY,0.42,8.92,3.29,9.53,21.07,9.33,1.67,8.23,0.96,0.00,0.00,0.31,63.73,126
CMPC1,CAMP PARDEE,0.55,3.95,1.98,3.59,6.56,4.93,1.75,3.73,0.00,0.00,0.00,0.74,27.78,118
EXQC1,EXCHEQUER DAM,0.67,4.69,1.98,3.50,6.40,3.71,0.18,4.35,0.00,0.00,0.00,0.41,25.89,126
FDDC1,FIDDLETOWN DEXTER RANCH,0.39,5.30,3.46,7.95,14.23,8.21,2.37,7.42,0.00,0.00,0.00,1.79,51.12,136
FRAC1,FRIANT GOVERNMENT CAMP,0.23,3.14,1.16,3.02,4.04,2.36,0.37,2.47,0.00,0.00,0.00,0.00,16.79,112
GRVC1,GROVELAND RS,0.63,6.94,1.48,8.12,12.41,8.33,0.81,7.90,0.04,0.02,0.00,0.36,47.04,123
HETC1,HETCH HETCHY,0.57,6.96,2.13,5.65,12.97,5.46,1.60,5.62,0.00,0.00,0.00,0.37,41.33,110
LOSC1,LOS BANOS,0.00,1.67,0.99,1.46,2.77,1.72,0.01,0.89,0.00,0.00,0.00,0.06,9.57,96
MCEC1,MERCED,0.13,2.56,0.97,2.74,3.39,2.24,0.02,1.64,0.00,0.00,0.00,0.00,13.69,105
MDRC1,MADERA,0.00,2.68,0.90,1.47,2.90,1.06,0.29,2.04,0.00,0.00,0.00,0.00,11.34,93
NMDC1,NEW MELONES DAM HQ,0.57,6.86,2.49,6.31,12.95,8.24,1.14,4.35,0.00,0.00,0.00,0.47,43.38,145
NOFC1,NORTH FORK RS,0.52,6.08,2.23,8.09,11.57,7.89,1.05,3.80,0.00,0.03,0.00,0.04,41.30,124
SONC1,SONORA,0.48,6.85,2.01,4.84,10.78,9.05,0.51,4.48,0.00,0.00,0.00,0.38,39.38,113
TRAC1,TRACY CARBONA,0.26,1.96,2.14,2.16,4.54,1.77,0.28,1.23,0.00,0.00,0.00,0.04,14.38,110
WSTC1,WEST POINT,0.24,7.78,3.66,9.05,18.46,7.92,2.68,7.61,0.00,0.00,0.00,0.85,58.25,146
YPQC1,YOSEMITE PARK HEADQUARTERS,1.28,5.10,2.16,7.30,14.14,5.32,2.18,5.22,0.17,0.00,0.00,0.06,42.93,117
ASHC1,ASH MOUNTAIN,1.29,4.25,1.59,3.99,10.12,6.96,0.79,3.33,0.21,0.00,0.00,0.06,32.59,120
BFL,BAKERSFIELD,0.00,0.68,0.62,1.38,1.20,2.01,0.11,1.57,0.23,0.00,0.00,0.02,7.82,121
BTPC1,BEAR TRAP MEADOW,2.10,6.75,1.67,11.39,16.11,10.67,0.25,1.32,1.42,0.81,0.00,0.01,52.50,NA
DNPC1,BALCH PH,0.61,4.52,1.82,5.99,10.89,6.39,0.68,4.72,0.05,0.00,0.00,0.00,35.67,114
GNNC1,GLENNVILLE,0.01,3.25,1.59,3.79,5.31,3.87,0.15,5.16,0.00,0.00,0.00,0.00,23.13,115
ISAC1,LAKE ISABELLA DAM,0.09,2.28,2.52,5.24,5.84,5.86,0.23,3.23,0.30,0.15,0.16,0.18,26.08,NA
SCSC1,LAKE SUCCESS DAM,0.29,1.96,1.05,2.07,4.82,5.75,0.23,2.42,0.10,0.03,0.03,0.08,18.83,168
TMDC1,TERMINUS DAM,0.19,1.44,0.97,1.77,3.71,5.28,0.43,2.08,0.09,0.06,0.09,0.07,16.18,121
BFL,BAKERSFIELD,0.00,0.68,0.62,1.38,1.20,2.01,0.11,1.57,0.23,0.00,0.00,0.02,7.82,121
FAT,FRESNO AIR TERMINAL,0.10,1.67,0.56,2.23,3.26,1.26,0.39,2.38,0.00,0.00,0.00,0.00,11.85,103
HJO,HANFORD,0.04,1.41,0.42,1.79,2.53,1.19,0.29,1.83,0.00,0.00,0.00,0.00,9.50,94
LEMC1,LEMON COVE,0.57,1.03,0.99,2.04,4.71,4.81,0.68,2.28,0.00,0.01,0.00,0.00,17.12,117
LINC1,LINDSAY,0.12,0.85,0.59,1.96,3.61,2.63,0.28,1.83,0.00,0.00,0.00,0.00,11.87,95
VISC1,VISALIA,0.00,1.26,0.28,1.60,2.95,3.10,0.35,1.20,0.00,0.00,0.00,0.00,10.74,98
WASC1,WASCO,0.00,0.73,0.33,1.43,1.86,1.96,0.00,1.03,0.00,0.00,0.00,0.00,7.34,101
BISC1,BIG SUR STATE PARK,0.45,7.40,3.23,12.44,25.34,9.49,0.67,4.92,0.00,0.00,0.00,0.00,63.94,142
CCAC1,CACHUMA DAM,0.17,1.86,0.68,8.07,8.26,3.06,0.11,1.60,0.00,0.00,0.00,0.01,23.82,108
KICC1,KING CITY,0.10,2.11,1.89,4.51,4.77,1.86,0.23,1.29,0.03,0.00,0.00,0.02,16.81,139
PRB,PASO ROBLES,0.03,2.34,1.23,3.32,4.76,2.32,0.11,0.77,0.00,0.00,0.00,0.00,14.88,116
SBA,SANTA BARBARA,0.42,2.63,0.50,7.36,5.27,3.77,0.09,1.88,0.00,0.00,0.00,0.00,21.92,123
SBPC1,SAN LUIS OBISPO,0.70,5.03,1.20,7.02,7.31,6.01,0.22,1.89,0.00,0.00,0.00,0.00,29.38,127
SCRC1,SANTA CRUZ,0.05,2.40,3.89,6.69,11.00,7.22,0.69,4.33,0.01,0.05,0.00,0.13,36.46,116
SMX,SANTA MARIA,0.35,1.46,0.93,4.73,3.69,3.31,0.30,0.91,0.00,0.00,0.00,0.00,15.68,112
WVIC1,WATSONVILLE WATERWORKS,0.10,3.70,2.65,5.23,7.38,5.06,0.38,1.86,0.08,0.01,0.02,0.01,26.48,113
BBLC1,BIG BEAR LAKE F.S.,0.91,2.80,3.10,5.31,17.92,3.21,0.00,1.80,0.12,0.11,0.00,0.36,35.64,177
CQT,DOWNTOWN LA,0.57,1.58,2.11,5.95,5.59,2.19,0.02,0.81,0.00,0.00,0.00,0.03,18.85,126
CUYC1,CUYAMACA,0.38,5.26,3.94,5.75,18.03,2.87,0.88,5.12,0.00,0.18,0.00,0.43,42.84,NA
ELPC1,EL CAPITAN DAM,0.35,2.22,2.67,3.77,10.46,1.92,0.58,2.94,0.00,0.00,0.00,0.32,25.23,NA
EORC1,ELSINORE,1.40,0.62,1.79,2.95,6.28,1.97,0.04,1.13,0.00,0.02,0.00,0.00,16.20,130
HENC1,HENSHAW DAM,0.70,3.97,2.91,5.45,16.48,2.44,0.36,2.56,0.00,0.05,0.00,0.29,35.21,132
LAX,LA INT'L AIRPORT,0.58,2.09,1.45,5.52,4.42,2.10,0.05,0.73,0.00,0.05,0.00,0.00,16.99,133
LGB,LONG BEACH,0.55,1.31,1.75,6.42,5.06,1.98,0.02,0.50,0.03,0.01,0.00,0.00,17.63,144
LOX,OXNARD,0.16,1.25,2.23,7.79,4.88,3.02,0.01,1.33,0.13,0.00,0.00,0.00,20.80,136
OJAC1,OJAI,0.06,2.34,1.38,7.82,6.82,4.61,0.11,1.61,0.06,0.00,0.00,0.01,24.82,117
MWS,MOUNT WILSON,0.36,6.17,5.22,13.88,24.66,7.27,0.23,3.47,0.00,0.03,0.00,0.14,61.43,171
OCNC1,OCEANSIDE MARINA,0.78,0.74,2.47,2.85,5.13,1.17,0.45,0.57,0.16,0.03,0.00,0.00,14.35,139
SAN,LINDBERGH FIELD,0.57,0.81,3.02,2.80,3.42,1.23,0.16,0.80,0.01,0.00,0.00,0.11,12.93,125
STAC1,SANTA ANA FS,0.80,0.75,2.57,6.00,5.61,1.42,0.06,0.65,0.05,0.02,0.00,0.01,17.94,132
FOBC1,FORT BIDWELL,1.07,2.63,2.30,2.74,4.23,2.96,4.55,2.44,0.03,0.00,0.16,1.46,24.57,136
Q63,SUTCLIFFE-PYRAMID LK,0.17,0.50,1.18,2.29,2.26,1.60,0.72,0.75,0.00,0.12,0.21,0.46,10.26,138
SVEC1,SUSANVILLE 1 WNW,0.55,1.27,1.35,3.78,5.76,1.96,0.87,1.23,0.42,0.00,0.00,1.40,18.59,NA
WTNN2,WELLINGTON,0.25,0.60,0.58,0.90,1.85,1.59,0.02,1.11,0.03,0.29,0.10,0.25,7.57,NA
BDEC1,BODIE,0.01,1.90,2.54,3.00,4.59,2.35,0.10,1.86,0.42,0.66,0.00,0.00,17.43,148
BOCC1,BOCA RESERVOIR,0.59,2.66,1.68,7.83,12.53,2.76,1.10,2.52,0.03,0.00,0.10,1.02,32.82,146
HTHN2,HAWTHORNE,0.31,0.28,0.30,0.23,1.13,0.77,0.08,0.80,0.42,0.11,0.18,0.42,5.03,137
MINN2,MINDEN,0.52,1.37,1.12,1.41,4.54,1.36,0.13,0.48,0.33,0.21,0.00,0.22,11.69,131
RNO,RENO,0.26,0.92,1.09,2.92,3.84,1.12,0.24,0.39,0.00,0.25,0.00,0.29,11.32,153
TAHC1,TAHOE CITY,0.82,3.91,2.38,8.31,17.36,5.03,1.82,2.74,0.40,0.00,0.00,1.08,43.85,128
BARC1,BARSTOW,0.03,0.14,1.12,0.95,1.81,1.66,0.00,0.57,0.02,0.03,0.00,0.00,6.33,119
BIH,BISHOP AP,0.40,0.91,0.26,1.89,2.17,1.92,0.00,0.89,0.03,0.00,0.00,0.01,8.48,164
DEVC1,DEATH VALLEY,0.07,0.00,0.11,0.35,0.57,1.11,0.00,0.33,0.00,0.02,0.20,0.01,2.77,117
FMTC1,FAIRMONT,0.00,1.09,1.76,5.00,6.84,3.30,0.05,0.82,0.00,0.00,0.00,0.00,18.86,113
IPL,IMPERIAL,0.79,0.00,1.09,0.26,0.25,0.10,0.02,0.01,0.00,0.00,0.00,0.44,2.96,86
PMD,PALMDALE,0.03,0.25,1.60,1.51,2.27,0.99,0.00,0.41,0.00,0.03,0.00,0.00,7.09,NA
PSP,PALM SPRINGS,0.91,0.07,0.53,1.45,4.38,0.42,0.00,0.10,0.00,0.00,0.00,0.98,8.84,183
BOWN2,BEOWAWE,0.65,0.76,1.54,0.96,1.42,2.40,1.41,2.98,0.00,0.20,0.00,1.10,13.42,145
EKO,ELKO,0.74,1.07,0.90,1.15,2.53,1.90,0.75,3.55,0.01,0.01,0.20,2.39,15.20,153
IMLN2,IMLAY,0.62,0.56,1.70,1.16,2.07,1.74,1.24,2.71,1.06,0.02,0.10,0.97,13.95,159
RYPN2,RYE PATCH DAM,0.50,0.53,1.34,1.04,1.68,1.07,0.86,2.69,0.00,0.00,0.00,1.18,10.89,127
WMC,WINNEMUCCA,0.52,0.70,2.02,1.00,1.68,1.34,0.93,2.07,0.09,0.05,0.25,1.03,11.68,141
KRVN2,KINGS RIVER VALLEY,0.80,1.43,1.76,1.61,2.94,0.87,1.54,1.90,0.55,0.12,0.05,1.14,14.71,167
MCDN2,MCDERMITT,0.43,0.72,0.64,0.47,1.83,0.41,0.65,1.87,0.40,0.31,0.36,0.96,9.05,111
DYRN2,DYER,0.35,0.17,0.09,0.58,1.36,1.05,0.12,1.87,0.06,0.21,0.00,0.01,5.87,115
EKAN2,EUREKA,1.23,0.90,0.98,1.21,2.83,2.84,1.98,2.55,0.33,0.30,0.08,0.37,15.60,138
ELY,ELY,1.40,0.45,0.39,0.89,1.76,3.35,2.79,2.55,0.22,0.42,0.08,0.80,15.10,155
MCGN2,MCGILL,0.25,0.36,0.22,0.61,1.17,4.13,1.86,1.68,0.04,0.41,0.00,0.95,11.68,128
PAHN2,PAHRUMP,0.05,0.35,0.30,0.89,1.56,1.72,0.37,0.96,0.00,0.00,0.00,0.03,6.23,122
RTHN2,RUTH,1.20,0.23,0.31,1.69,1.28,1.15,1.78,4.15,0.60,0.91,0.67,1.83,15.80,116
TPH,TONOPAH,0.61,0.12,0.07,0.33,0.45,1.43,0.13,2.04,0.19,0.69,0.09,0.15,6.30,120
AWH,WILDHORSE RESERVOIR,1.02,1.54,1.77,0.93,2.47,1.77,1.49,3.61,0.37,0.10,0.21,1.73,17.01,121
BLH,BLYTHE,0.90,0.07,0.62,0.64,0.33,0.19,0.10,0.00,0.00,0.00,0.00,0.03,2.88,75
BULA3,BULLHEAD CITY,1.10,0.12,0.31,1.46,1.38,0.55,0.55,0.12,0.00,0.00,0.24,0.31,6.14,103
CALN2,CALIENTE,2.34,0.70,0.44,1.40,2.66,3.25,1.18,4.23,0.15,0.75,0.00,0.00,17.10,183
DNWN2,DESERT NTL WILDLIFE REF,0.27,0.06,0.10,0.50,1.75,0.98,1.24,1.01,0.00,0.00,0.00,0.00,5.91,119
EED,NEEDLES,0.58,0.04,0.41,1.37,1.73,0.55,0.32,0.19,0.00,0.00,0.05,0.55,5.79,125
HIKN2,HIKO,1.46,0.35,0.10,0.78,1.52,2.21,0.35,2.72,0.48,0.00,0.00,0.15,10.12,139
LAUN2,LAUGHLIN,1.38,0.09,0.35,1.96,1.65,0.38,0.59,0.19,0.00,0.00,0.12,0.41,7.12,111
LHCA3,LAKE HAVASU CITY,1.03,0.03,0.50,1.43,1.66,0.97,0.11,0.00,0.00,0.00,0.00,0.40,6.13,160
SGUU1,ST. GEORGE,1.73,0.35,0.93,1.91,3.63,2.92,1.49,2.05,0.07,0.00,0.00,0.00,15.08,171
SRCN2,SEARCHLIGHT,0.79,0.48,0.37,1.81,2.08,0.56,0.38,0.47,0.00,0.00,0.66,0.25,7.85,99
VEF,LAS VEGAS,0.29,0.19,0.15,1.10,2.27,0.41,0.66,1.05,0.00,0.10,0.11,0.06,6.39,126
VOFN2,VALLEY FO FIRE SP,0.89,0.12,0.16,1.14,4.40,1.06,0.30,1.54,0.00,0.00,0.00,0.00,9.61,148
WUPA3,WIKIEUP,1.25,0.00,0.28,3.27,2.71,0.58,0.21,0.20,0.00,0.00,0.19,0.72,9.41,101
EMRU1,ENTERPRISE,3.44,0.96,0.68,2.61,3.94,3.55,1.30,3.98,0.11,0.01,0.00,0.00,20.58,138
