ID,LOCATION,OCT,NOV,DEC,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,WY Total,Pct Avg to Date
CLGC1,COLGATE PH,1.25,5.32,13.19,0.00,3.50,0.64,3.10,0.04,0.02,0.04,0.00,0.17,27.27,64
COFC1,COLFAX,1.74,4.92,13.25,0.00,6.16,0.43,2.91,0.26,1.13,0.01,0.00,0.10,30.91,66
DUNC1,DUNSMUIR,5.11,4.85,21.16,1.85,12.52,2.02,2.21,3.21,0.45,0.26,0.03,0.97,54.64,84
DWNC1,DOWNIEVILLE,4.23,5.12,17.05,0.20,8.87,1.03,3.86,1.80,0.31,0.34,0.03,0.56,43.40,67
FSTC1,FORESTHILL RS,1.73,5.38,17.74,0.00,5.34,1.72,3.32,0.58,0.76,0.00,0.00,0.06,36.63,68
GEOC1,GEORGETOWN RS,2.37,3.73,12.36,0.01,7.19,0.97,3.28,0.71,0.92,0.04,0.00,0.06,31.64,61
GLRC1,GOLD RUN 2SW,2.10,7.95,15.71,0.01,6.72,1.06,3.39,0.99,0.77,0.00,0.00,0.18,38.88,70
GRAC1,GRASS VALLEY NO. 2,1.61,5.25,14.87,0.11,5.86,1.01,2.99,0.09,0.18,0.04,0.00,0.09,32.10,60
HLEC1,HARRY L ENGLEBRIGHT DAM,1.92,3.59,11.32,0.05,3.31,0.27,3.37,0.20,0.02,0.00,0.00,0.12,24.17,68
MCLC1,MCCLOUD,3.13,2.41,18.99,1.46,9.91,2.04,1.31,2.28,0.23,0.28,0.00,0.83,42.87,87
MINC1,MINERAL,5.26,5.63,19.03,0.00,6.50,1.53,1.85,1.28,0.24,1.02,0.13,0.89,43.36,75
MNZC1,MANZANITA LAKE,4.18,5.17,10.54,0.35,3.43,2.10,2.22,2.20,0.81,0.00,0.29,0.46,31.75,77
NVDC1,NEVADA CITY,2.08,5.24,16.89,0.05,7.67,1.07,3.19,0.27,0.29,0.25,0.01,0.11,37.12,59
ONDC1,ORLAND,0.23,2.13,10.46,0.03,3.07,0.03,1.41,0.17,0.06,0.03,0.02,0.19,17.83,77
PLUC1,PLUMAS EUREKA SP,3.31,3.53,15.07,0.04,9.94,1.49,3.27,1.54,0.36,0.48,0.02,0.33,39.38,NA
PRAC1,PORTOLA,0.53,1.21,6.15,0.01,3.88,0.29,1.11,1.28,0.67,1.53,0.71,0.02,17.39,75
PRPC1,PIT RIVER PH5,8.03,5.31,24.14,1.52,11.11,2.28,1.90,1.31,0.37,0.30,0.00,0.86,57.13,73
QCYC1,QUINCY,1.63,2.50,15.49,0.09,6.24,0.89,2.02,1.25,0.18,0.41,0.00,0.22,30.92,78
RBL,RED BLUFF AP,1.20,2.87,9.76,0.04,0.79,0.71,0.80,0.30,0.01,0.03,0.00,0.20,16.71,68
SERC1,SIERRAVILLE,0.90,2.01,5.92,0.00,4.80,0.28,0.94,1.20,0.79,2.49,0.18,0.16,19.67,77
SHDC1,SHASTA DAM,4.97,4.99,22.87,0.58,11.14,1.15,2.07,1.33,1.07,0.41,0.52,1.18,52.28,79
SMTC1,SACRAMENTO 5 ESE,0.37,1.28,7.63,0.01,2.28,0.16,1.81,0.19,0.07,0.00,0.00,0.00,13.80,68
STOC1,STONY GORGE,0.10,2.30,10.88,0.06,2.87,0.09,1.44,1.17,0.16,0.24,0.00,0.63,19.94,90
STYC1,STRAWBERRY VALLEY,4.00,7.34,25.09,0.25,10.23,1.56,4.36,0.44,0.08,0.07,0.22,0.34,53.98,65
TWLC1,CAPLES LAKE,0.84,2.54,6.47,0.34,6.77,0.78,2.59,3.69,0.83,1.26,0.34,0.22,26.67,57
VOLC1,VOLTA PH,3.78,2.17,13.65,0.36,2.43,0.96,2.20,0.94,0.45,0.02,0.00,0.60,27.56,78
VTNC1,VINTON,0.32,0.84,2.51,0.00,2.36,0.09,0.81,1.80,0.87,2.19,0.14,0.00,11.93,83
WSKC1,WHISKEYTOWN RES,5.27,2.88,25.00,0.70,12.73,1.53,2.31,0.71,0.25,0.37,0.11,1.44,53.30,81
ARNC1,CALAVERAS BIG TREES,1.01,4.27,9.77,0.02,8.18,0.83,2.85,1.63,0.57,0.24,0.00,0.08,29.45,52
CHVC1,CHERRY VALLEY,0.08,4.33,6.27,0.12,6.14,0.83,3.69,1.75,0.54,1.64,0.00,0.10,25.49,50
CMPC1,CAMP PARDEE,0.94,1.78,7.83,0.03,3.55,0.32,1.95,0.56,0.00,0.00,0.00,0.01,16.97,72
FDDC1,FIDDLETOWN DEXTER RANCH,0.82,2.89,9.97,0.00,6.84,1.04,3.76,0.75,0.06,0.06,0.00,0.01,26.20,70
GRVC1,GROVELAND RS,0.23,2.71,4.91,0.03,3.68,0.47,2.66,1.46,0.00,0.11,0.00,0.03,16.29,43
HETC1,HETCH HETCHY,0.22,3.57,4.74,0.00,4.12,0.76,4.01,3.01,0.64,1.69,0.00,0.08,22.84,61
MOD,MODESTO AP,0.68,1.05,5.67,0.00,1.76,0.19,0.63,0.27,0.00,0.00,0.00,0.00,10.25,78
NMDC1,NEW MELONES DAM HQ,0.45,3.02,6.36,0.05,4.55,0.50,3.33,0.68,0.01,0.00,0.00,0.02,18.97,63
SONC1,SONORA,0.14,3.38,6.29,0.03,3.80,0.37,2.01,0.48,0.00,0.00,0.00,0.00,16.50,48
WSTC1,WEST POINT,0.61,3.71,8.88,0.48,6.58,0.86,2.85,1.44,0.05,0.02,0.00,0.00,25.48,64
YPQC1,YOSEMITE PARK HEADQUARTER,0.00,2.98,4.20,0.10,3.15,0.43,2.90,0.97,0.79,2.58,0.04,0.08,18.22,50
TREC1,THREE RIVER EDISON PH #1,0.00,2.29,3.85,0.02,3.71,1.13,0.91,1.71,0.00,1.16,0.00,0.11,14.89,59
FAT,FRESNO AIR TERMINAL,0.50,0.40,2.29,0.21,1.13,0.06,1.25,0.57,0.01,0.43,0.00,0.12,6.97,61
BISC1,BIG SUR STATE PARK,1.24,4.48,18.91,0.00,5.74,0.55,3.03,0.36,0.00,0.07,0.05,0.00,34.43,77
CCAC1,CACHUMA DAM,0.00,0.87,5.88,0.82,0.51,0.08,0.36,0.26,0.42,0.03,0.00,0.15,9.38,42
JUNC1,JUNCAL DAM,0.00,1.01,7.42,1.29,0.94,0.74,0.57,0.37,0.62,1.39,0.00,0.14,14.49,46
KICC1,KING CITY,0.28,1.34,4.83,0.06,1.30,0.10,0.75,0.30,0.02,0.16,0.00,0.03,9.17,76
PRB,PASO ROBLES,0.85,0.37,4.50,0.24,2.07,0.02,0.43,0.15,0.18,2.17,0.00,0.05,11.03,86
SBA,SANTA BARBARA,1.16,0.18,4.95,1.33,0.90,0.30,0.18,0.32,0.30,0.01,0.00,0.17,9.80,55
SBPC1,SAN LUIS OBISPO,0.00,1.51,5.89,0.12,2.31,0.02,1.49,0.18,0.00,1.37,0.00,0.05,12.94,56
SCRC1,SANTA CRUZ,0.84,3.83,11.49,0.00,2.85,0.51,1.98,0.10,0.01,0.03,0.03,0.03,21.70,69
SMX,SANTA MARIA,1.07,0.25,4.24,0.32,0.52,0.30,0.67,0.24,0.03,0.14,0.00,0.09,7.87,56
BBLC1,BIG BEAR LAKE F.S.,0.00,0.88,7.81,1.12,1.48,0.66,0.21,0.68,0.88,1.51,0.00,1.27,16.50,82
CQT,DOWNTOWN LA,0.25,0.48,3.88,1.09,0.83,0.87,0.13,0.93,0.01,0.38,0.00,2.39,11.24,75
ELPC1,EL CAPITAN DAM,0.00,0.59,3.64,1.48,0.97,1.84,0.58,2.48,0.00,1.00,0.07,0.97,13.62,NA
EORC1,ELSINORE,0.00,0.19,3.65,0.55,0.37,0.44,0.11,0.96,0.00,1.29,0.00,1.08,8.64,69
LAX,LA INT'L AIRPORT,0.24,0.42,4.04,1.25,0.27,0.49,0.11,0.43,0.01,0.35,0.00,1.81,9.42,73
LGB,LONG BEACH,0.18,0.67,4.41,0.87,0.24,0.49,0.22,0.77,0.01,0.54,0.00,0.95,9.35,76
LOX,OXNARD,0.67,0.13,4.42,2.28,0.65,0.52,0.25,0.10,0.13,0.58,0.00,0.47,10.20,67
OJAC1,OJAI,0.00,0.09,5.49,1.50,0.90,0.62,0.24,0.52,0.24,1.35,0.00,0.50,11.45,54
MWS,MOUNT WILSON,0.82,1.62,9.70,2.84,3.43,0.90,0.71,2.43,0.13,3.58,0.01,3.51,29.68,82
OCNC1,OCEANSIDE MARINA,0.00,0.80,3.90,0.40,0.24,0.71,0.01,1.38,0.04,0.87,0.00,1.10,9.45,92
SAN,LINDBERGH FIELD,0.00,0.37,4.50,0.42,0.28,0.93,0.02,2.39,0.04,1.71,0.01,1.24,11.91,115
STAC1,SANTA ANA FS,0.00,0.42,3.44,0.88,0.41,0.42,0.16,0.89,0.01,0.41,0.00,1.28,8.32,61
FOBC1,FORT BIDWELL,2.10,3.11,2.70,0.37,1.11,0.59,0.15,2.02,0.65,1.38,0.00,0.63,14.81,82
Q63,SUTCLIFFE-PYRAMID LK,0.00,0.84,1.28,0.00,1.10,0.00,0.38,1.34,0.87,0.46,0.17,0.00,6.44,86
SNVC1,SUSANVILLE,1.05,1.11,5.03,0.00,3.58,0.13,0.25,3.05,0.26,0.90,0.07,0.00,15.43,129
STDN2,STEAD,0.00,0.65,1.46,0.00,2.29,0.00,0.38,1.46,0.73,2.04,0.05,0.00,9.06,81
SVEC1,SUSANVILLE 1 WNW,1.05,1.11,5.03,0.00,3.58,0.13,0.25,3.05,0.26,0.90,0.07,0.00,15.43,NA
WAWN2,WADSWORTH 4N,0.08,0.88,0.41,0.01,0.98,0.10,0.35,1.38,1.31,2.02,0.42,0.00,7.94,148
WTNN2,WELLINGTON,0.00,0.24,0.21,0.09,0.59,0.15,0.52,2.60,1.21,1.03,0.22,0.00,6.86,NA
BDEC1,BODIE,0.00,0.21,1.14,0.11,0.31,0.21,0.15,6.06,0.75,1.12,0.61,0.10,10.77,91
BOCC1,BOCA RESERVOIR,0.32,1.05,3.22,0.15,4.20,0.29,1.62,3.46,1.31,2.73,0.37,0.04,18.76,84
BPTC1,BRIDGEPORT,0.05,0.28,0.66,0.08,1.27,0.07,0.45,2.72,1.68,1.92,0.27,0.08,9.53,101
CRCN2,CARSON CITY,0.00,0.55,0.43,0.01,2.16,0.05,1.28,0.49,0.82,0.40,0.11,0.00,6.30,65
DAGN2,DAGGET PASS,0.09,0.80,1.91,0.14,1.73,0.41,0.88,2.58,0.87,0.56,0.02,0.49,10.48,44
FEXN2,FALLON EXPER STATION,0.00,0.37,0.18,0.51,0.15,0.00,1.94,1.30,1.65,0.86,0.17,0.00,7.13,144
GLBN2,GLENBROOK,0.06,0.73,1.63,0.07,3.04,1.26,1.23,2.28,0.75,0.35,0.20,0.00,11.60,65
MINN2,MINDEN,0.04,0.28,1.12,0.03,1.83,0.04,0.68,0.76,1.28,1.14,0.09,0.00,7.29,82
RNO,RENO,0.18,0.31,0.93,0.06,1.43,0.01,0.35,1.01,0.93,0.51,0.11,0.16,5.99,81
SRKN2,SPARKS,0.00,0.64,0.89,0.05,1.32,0.00,0.44,1.87,0.59,2.03,0.16,0.00,7.99,96
TAHC1,TAHOE CITY,0.68,2.35,4.19,0.03,5.33,0.40,1.92,1.50,0.76,0.69,0.06,0.02,17.93,52
TKEC1,TRUCKEE RS,0.52,1.77,4.38,0.03,4.81,0.29,1.90,2.58,0.72,1.66,0.25,0.20,19.11,61
TPLN2,TOPAZ LAKE 4N,0.00,0.36,1.07,0.01,1.75,0.69,0.69,2.65,1.47,1.64,0.23,0.00,10.56,NA
VRCN2,VIRGINIA CITY,0.00,0.66,1.26,0.02,2.60,0.10,0.05,0.63,1.78,1.55,0.12,0.00,8.77,71
YRGN2,YERINGTON,0.00,0.52,0.13,0.05,0.50,0.10,0.23,1.64,1.52,2.45,0.25,0.00,7.39,154
BARC1,BARSTOW,0.00,0.00,1.05,2.12,0.67,0.00,0.18,0.00,0.00,0.92,0.10,0.38,5.42,102
BIH,BISHOP AP,0.00,0.00,0.46,0.09,0.17,0.01,0.01,1.39,0.39,0.47,0.02,0.01,3.02,58
DEVC1,DEATH VALLEY,0.00,0.02,0.59,0.42,0.26,0.16,0.00,0.06,0.00,0.25,0.00,0.00,1.76,75
FMTC1,FAIRMONT,0.00,0.81,5.27,1.66,0.78,0.30,0.22,0.40,0.02,1.25,0.00,0.44,11.15,67
HEEC1,HAIWEE,0.00,0.02,1.69,0.54,0.15,0.17,0.00,0.44,0.04,0.81,0.00,0.09,3.95,54
INDC1,INDEPENDENCE,0.00,0.01,0.67,0.14,0.31,0.12,0.00,0.75,0.07,0.35,0.00,0.01,2.43,44
LEVC1,LEE VINING,0.00,0.64,0.91,0.25,1.16,0.64,0.73,2.35,0.61,2.08,0.10,0.23,9.70,62
PMD,PALMDALE,0.08,0.00,2.57,0.73,0.38,0.36,0.08,0.10,0.03,1.60,0.00,0.43,6.36,NA
PSP,PALM SPRINGS,0.00,0.07,0.80,0.22,0.17,0.83,0.00,0.14,0.00,0.42,0.00,0.14,2.79,58
B23,BATTLE MOUNTAIN,0.00,1.02,0.46,0.37,0.24,0.02,1.21,2.26,0.45,0.80,0.32,0.34,7.49,84
BOWN2,BEOWAWE,0.00,0.78,1.40,0.49,0.16,0.18,0.85,2.24,1.02,2.19,0.24,0.31,9.86,106
EKO,ELKO,0.00,1.15,1.09,0.20,0.29,0.16,0.73,3.49,0.47,0.79,0.63,0.23,9.23,93
GIBN2,GIBBS RANCH,0.08,0.86,2.18,0.40,0.10,0.37,1.14,3.94,0.44,2.53,0.93,0.28,13.25,122
IMLN2,IMLAY,0.68,0.75,0.55,0.55,1.09,0.06,1.19,2.01,0.96,1.86,0.18,0.06,9.94,113
JIGN2,JIGGS 8SSE,0.00,0.52,2.17,0.78,0.40,0.40,1.73,2.31,1.25,1.01,1.69,0.00,12.26,90
LOVN2,LOVELOCK,0.00,0.25,0.40,0.51,0.75,0.01,1.19,2.39,1.78,0.52,0.54,0.03,8.37,135
RYPN2,RYE PATCH DAM,0.02,1.11,0.69,0.61,1.31,0.06,1.21,2.61,2.68,0.90,0.13,0.06,11.39,133
SFKN2,SOUTH FORK SP,0.00,0.78,0.70,0.39,0.21,0.16,0.71,3.75,0.00,1.33,0.48,0.23,8.74,78
WMC,WINNEMUCCA,0.09,1.32,1.16,0.40,0.78,0.17,1.83,2.17,0.12,0.66,0.23,0.06,8.99,109
KRVN2,KINGS RIVER VALLEY,0.12,0.55,3.48,0.55,0.85,0.11,0.64,2.11,0.00,1.17,0.04,0.00,9.62,109
ORVN2,OROVADA 4WSW,0.21,0.25,1.21,0.36,0.76,0.03,1.38,1.78,0.22,1.55,0.05,0.00,7.80,74
ARTN2,ARTHUR 4NW,0.00,1.96,3.72,0.14,0.76,0.00,0.86,3.56,1.58,1.61,0.76,0.19,15.14,106
DYRN2,DYER,0.00,0.08,1.10,0.15,0.00,0.05,0.00,2.81,0.65,0.24,3.55,0.15,8.78,171
EKAN2,EUREKA,0.00,0.31,1.08,0.36,0.24,0.74,0.41,1.53,0.12,0.71,0.95,1.06,7.51,66
ELY,ELY,0.00,0.44,0.73,0.31,0.21,0.36,0.67,1.78,0.46,0.66,0.54,0.51,6.67,68
LAGN2,LAGES,0.02,0.65,0.26,0.14,0.08,0.42,0.21,2.21,0.75,0.63,0.10,1.28,6.75,81
MCGN2,MCGILL,0.00,0.40,0.64,0.17,0.15,0.37,0.58,2.43,0.17,0.15,0.65,0.70,6.41,70
MNAN2,MINA,0.00,0.09,0.58,0.00,0.13,0.20,0.10,1.85,0.21,1.42,0.04,0.26,4.88,81
PAHN2,PAHRUMP,0.00,0.00,1.23,0.70,0.62,0.26,0.44,0.07,0.00,0.48,0.15,0.04,3.99,78
RTHN2,RUTH,0.00,0.97,0.84,0.69,0.08,0.25,0.27,2.60,0.28,0.55,0.61,0.36,7.50,55
SKVN2,SMOKEY VALLEY,0.00,0.40,0.66,0.12,0.04,0.06,0.02,0.62,0.32,1.05,0.00,0.71,4.00,55
SLVN2,SILVERPEAK,0.00,0.08,0.33,0.00,0.00,0.07,0.02,0.68,0.10,0.49,0.55,0.21,2.53,57
TPH,TONOPAH,0.00,0.13,0.35,0.17,0.01,0.26,0.13,1.24,0.26,0.11,0.22,0.07,2.95,56
AWH,WILDHORSE RESERVOIR,0.14,1.50,2.79,0.53,0.43,0.49,0.81,4.55,0.60,1.70,0.92,0.23,14.69,105
OLEO3,ODELL LAKE,4.21,4.76,19.05,2.90,4.97,2.82,0.93,1.62,0.21,0.83,0.21,0.65,43.16,125
TUSN2,TUSCARORA,0.11,0.99,0.79,0.25,0.21,0.40,0.75,1.73,0.37,2.09,0.66,0.18,8.53,69
BULA3,BULLHEAD CITY,0.01,0.00,0.14,0.50,0.17,1.01,1.03,0.14,0.00,1.99,0.01,0.00,5.00,84
CALN2,CALIENTE,0.00,0.20,1.09,0.72,0.60,0.49,0.39,2.84,1.00,2.64,0.76,0.20,10.93,117
DNWN2,DESERT NTL WILDLIFE REF,0.00,0.00,0.61,0.66,0.05,0.23,0.00,0.31,0.00,0.44,0.24,0.04,2.58,52
EED,NEEDLES,0.10,0.00,0.39,0.67,0.45,0.79,0.00,0.04,0.21,1.07,0.00,0.00,3.72,81
HIKN2,HIKO,0.00,0.00,0.92,0.58,0.32,0.40,0.27,1.38,0.16,0.58,0.38,0.00,4.99,68
LAUN2,LAUGHLIN,0.00,0.00,0.53,0.37,0.15,1.14,0.00,0.30,0.00,1.66,0.00,0.00,4.15,65
LAVU1,LA VERKIN,0.00,0.30,0.90,1.09,0.78,1.58,0.81,1.36,0.97,0.61,0.80,1.03,10.23,88
LHCA3,LAKE HAVASU CITY,0.13,0.00,0.69,1.20,0.18,1.01,0.97,0.07,0.23,0.53,0.17,0.00,5.18,135
LUNN2,LUND,0.00,0.32,0.85,0.28,0.25,0.27,0.54,2.19,0.07,0.59,0.46,0.14,5.96,56
SPVN2,SPRING VALLEY STATE PA,0.00,0.36,0.91,0.32,0.15,0.69,1.17,3.38,1.28,1.72,2.13,0.03,12.14,102
SRCN2,SEARCHLIGHT,0.00,0.00,0.76,0.67,0.61,0.96,0.17,0.38,0.00,1.00,0.46,0.10,5.11,64
SUNN2,SUNNYSIDE,0.00,0.33,0.86,0.60,0.00,0.04,0.08,2.18,0.30,0.49,0.18,0.18,5.24,54
VEF,LAS VEGAS,0.00,0.00,0.38,1.08,0.54,0.36,0.35,0.13,0.01,0.15,0.53,0.03,3.56,70
VOFN2,VALLEY FO FIRE SP,0.00,0.03,0.95,0.71,0.79,0.43,0.19,0.27,0.00,1.01,0.37,0.07,4.82,74
WUPA3,WIKIEUP,0.00,0.00,0.72,1.11,0.19,1.70,0.32,0.43,0.15,0.64,0.25,0.70,6.21,67
ENV,WENDOVER,0.00,0.16,0.10,0.12,0.04,0.00,0.08,2.35,0.11,0.75,0.11,0.73,4.55,112
LENN2,GREAT BASIN N P,0.02,0.33,1.05,1.16,0.58,1.48,0.51,3.25,0.91,0.70,0.76,0.28,11.03,79
MNTN2,MONTELLO,0.05,0.14,0.80,0.12,0.07,0.13,0.26,3.08,1.09,1.82,0.31,0.90,8.77,106
EMRU1,ENTERPRISE,0.00,0.49,1.35,1.16,1.76,0.69,1.03,3.24,0.92,1.74,0.56,0.59,13.53,91
